Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year
24.0,m02,4.0,151.0,179.45,-41.6,342143.78,m02_022,,-35.7,-48.1,75.0,no,,,,,,,,,,,
24.0,m02,4.0,151.0,-59.55,-19.2,1016464.8,m02_007,,-9.9,-29.2,75.0,no,,,,,,,,,,,
24.0,m02,5.0,152.0,114.55,-49.1,436530.59,m02_020,,-44.9,-53.9,75.0,no,,,,,,,,,,,
24.0,m02,5.0,152.0,133.25,-38.3,268421.47,m02_023,,-34.1,-41.9,100.0,no,,,,,,,,,,,
24.0,m02,5.0,152.0,147.35,-50.7,199827.02,m02_024,,-45.3,-55.4,75.0,no,,,,,,,,,,,
24.0,m02,5.0,152.0,-56.05,-28.5,210684.67,m02_026,,-22.6,-35.8,75.0,no,,,,,,,,,,,
24.0,m02,6.0,152.0,158.15,-47.3,232508.05,m02_024,,-43.8,-51.8,75.0,no,,,,,,,,,,,
24.0,m02,7.0,153.0,-143.55,42.5,40221.277,m02_025,,44.1,40.9,100.0,no,,,,,,,,,,,
24.0,m02,8.0,154.0,-143.55,42.8,42439.672,m02_025,,44.9,40.9,75.0,no,,,,,,,,,,,
24.0,m02,8.0,154.0,67.75,-40.9,838318.38,m02_027,,-28.7,-50.0,75.0,no,,,,,,,,,,,
24.0,m02,8.0,154.0,38.05,-41.8,278249.91,m02_028,,-36.1,-46.9,100.0,no,,,,,,,,,,,
24.0,m02,9.0,154.0,-135.05,-45.1,228590.56,m02_029,,-40.1,-51.8,75.0,no,,,,,,,,,,,
24.0,m02,10.0,155.0,68.45,-36.0,364911.03,m02_030,,-28.9,-43.9,75.0,no,,,,,,,,,,,
24.0,m02,10.0,155.0,-144.35,42.6,51170.582,m02_031,,44.7,40.5,100.0,no,,,,,,,,,,,
24.0,m02,10.0,155.0,-103.15,-47.1,149038.16,m02_032,,-42.4,-50.6,75.0,no,,,,,,,,,,,
24.0,m02,10.0,155.0,13.25,-48.1,145972.7,m02_033,,-44.5,-51.0,75.0,no,,,,,,,,,,,
24.0,m02,10.0,155.0,48.85,-43.4,170484.31,m02_034,,-39.0,-48.5,75.0,no,,,,,,,,,,,
24.0,m02,10.0,155.0,-29.65,-47.6,24485.943,m02_036,,-45.5,-49.3,75.0,no,,,,,,,,,,,
24.0,m02,11.0,155.0,-144.05,43.9,55286.961,m02_031,,47.0,41.3,100.0,no,,,,,,,,,,,
24.0,m02,11.0,155.0,22.95,-37.8,241213.78,m02_035,,-33.4,-41.0,75.0,no,,,,,,,,,,,
24.0,m02,11.0,155.0,153.45,-49.5,147638.23,m02_037,,-45.5,-53.7,75.0,no,,,,,,,,,,,
24.0,m02,12.0,156.0,139.85,-45.1,87971.891,m02_040,,-42.4,-48.1,100.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,70.85,-37.6,59128.23,m02_041,,-35.9,-39.2,100.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,57.45,-35.9,164683.2,m02_042,,-30.7,-42.5,75.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,22.65,-46.4,93777.82,m02_044,,-43.2,-49.1,75.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,98.85,-50.4,108345.42,m02_045,,-46.9,-52.5,75.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,-70.45,-47.1,71738.422,m02_068,,-44.5,-50.2,75.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,-157.75,-50.4,51767.129,m02_051,,-47.6,-52.5,75.0,no,,,,,,,,,,,
24.0,m02,13.0,156.0,75.35,-47.2,285588.88,m02_052,,-40.5,-53.3,75.0,no,,,,,,,,,,,
24.0,m02,14.0,157.0,72.45,-30.8,121208.89,m02_041,,-27.8,-33.8,75.0,no,,,,,,,,,,,
24.0,m02,14.0,157.0,54.15,-36.5,260806.67,m02_042,,-31.1,-42.5,75.0,no,,,,,,,,,,,
24.0,m02,14.0,157.0,64.85,-47.5,126030.22,m02_043,,-44.2,-50.6,75.0,no,,,,,,,,,,,
24.0,m02,14.0,157.0,111.85,-47.7,161694.17,m02_045,,-44.4,-52.0,75.0,no,,,,,,,,,,,
24.0,m02,14.0,157.0,-87.45,-47.8,84553.711,m02_049,,-45.1,-50.4,75.0,no,,,,,,,,,,,
24.0,m02,14.0,157.0,-126.55,-34.8,15104.743,m02_050,,-33.6,-35.8,100.0,no,,,,,,,,,,,
24.0,m02,15.0,157.0,72.15,-45.8,665286.5,m02_043,,-35.5,-53.9,75.0,no,,,,,,,,,,,
24.0,m02,15.0,157.0,18.15,-42.1,677297.5,m02_053,,-33.6,-49.8,75.0,no,,,,,,,,,,,
24.0,m02,15.0,157.0,55.35,-38.3,57812.336,m02_058,,-36.1,-40.6,75.0,no,,,,,,,,,,,
24.0,m02,16.0,158.0,48.35,-49.9,930931.69,m02_053,,-42.2,-56.2,75.0,no,,,,,,,,,,,
24.0,m02,16.0,158.0,59.35,-34.8,217900.23,m02_058,,-29.5,-39.4,75.0,no,,,,,,,,,,,
24.0,m02,17.0,159.0,74.95,-51.0,174360.28,m02_053,,-47.6,-54.3,75.0,no,,,,,,,,,,,
24.0,m02,17.0,159.0,114.75,-46.4,217626.67,m02_057,,-42.4,-50.4,75.0,no,,,,,,,,,,,
24.0,m02,17.0,159.0,58.75,-35.4,82743.531,m02_058,,-32.4,-39.0,75.0,no,,,,,,,,,,,
24.0,m02,17.0,159.0,71.95,-41.8,243068.36,m02_059,,-35.3,-46.9,75.0,no,,,,,,,,,,,
24.0,m02,17.0,159.0,-47.75,-29.2,464652.69,m02_060,,-19.3,-39.2,75.0,no,,,,,,,,,,,
24.0,m02,18.0,159.0,78.35,-34.4,1906781.5,m02_058+059,,-22.4,-46.8,75.0,no,,,,,,,,,,,
24.0,m02,18.0,159.0,-33.55,-22.2,398435.25,m02_060,,-14.3,-29.8,50.0,no,,,,,,,,,,,
24.0,m02,18.0,159.0,-45.55,-28.6,167261.52,m02_061,,-25.5,-31.5,75.0,no,,,,,,,,,,,
24.0,m02,18.0,159.0,127.15,-38.4,452905.75,m02_057,,-32.4,-46.4,50.0,no,,,,,,,,,,,
24.0,m02,19.0,160.0,80.85,-35.2,1675470.8,m02_058+059,,-24.5,-46.4,75.0,no,,,,,,,,,,,
24.0,m02,19.0,160.0,25.55,-45.4,403468.03,m02_062,,-37.8,-51.2,75.0,no,,,,,,,,,,,
24.0,m02,19.0,160.0,-80.95,-40.2,66761.969,m02_063,,-37.8,-42.7,75.0,no,,,,,,,,,,,
24.0,m02,19.0,160.0,-74.85,-44.5,59306.926,m02_064,,-42.4,-46.4,75.0,no,,,,,,,,,,,
24.0,m02,19.0,160.0,150.85,-38.1,918245.38,m02_057,,-27.4,-49.1,75.0,no,,,,,,,,,,,
24.0,m02,19.0,160.0,126.95,-49.0,500467.56,m02_069,,-44.0,-55.0,75.0,no,,,,,,,,,,,
24.0,m02,20.0,160.0,32.75,-49.8,341476.25,m02_062,,-44.2,-52.9,75.0,no,,,,,,,,,,,
24.0,m02,20.0,160.0,-43.35,-46.7,119574.96,m02_065,,-43.2,-50.0,75.0,no,,,,,,,,,,,
24.0,m02,20.0,160.0,60.05,-37.4,177856.72,m02_066,,-32.6,-43.5,75.0,no,,,,,,,,,,,
24.0,m02,20.0,160.0,167.75,-48.7,278079.69,m02_069,,-43.2,-53.1,75.0,no,,,,,,,,,,,
24.0,m02,21.0,161.0,171.45,-32.6,406122.88,m02_075,,-27.8,-37.7,50.0,no,,,,,,,,,,,
24.0,m02,22.0,161.0,60.95,-33.3,116211.02,m02_076,,-30.6,-35.8,75.0,no,,,,,,,,,,,
24.0,m02,22.0,161.0,-93.05,-49.9,55504.348,m02_077,,-48.2,-51.6,50.0,no,,,,,,,,,,,
24.0,m02,22.0,161.0,-46.15,-45.9,68372.07,m02_078,,-44.0,-49.1,50.0,no,,,,,,,,,,,
24.0,m02,23.0,162.0,-109.05,-39.1,69769.234,m02_079,,-36.5,-41.4,75.0,no,,,,,,,,,,,
24.0,m02,23.0,162.0,-101.75,-45.1,514747.62,m02_077,,-40.9,-50.6,75.0,no,,,,,,,,,,,
24.0,m02,23.0,162.0,26.65,-46.8,41361.148,m02_080,,-45.1,-48.7,50.0,no,,,,,,,,,,,
24.0,m02,23.0,162.0,59.65,22.6,121223.16,m02_082,,26.0,19.7,100.0,no,,,,,,,,,,,
24.0,m02,23.0,162.0,30.15,57.2,29239.584,m02_083,,59.5,54.8,50.0,yes,,,,,,,,,,,
24.0,m02,24.0,163.0,148.75,-46.2,86373.078,m02_081,,-42.7,-48.7,50.0,no,,,,,,,,,,,
24.0,m03,1.0,163.0,-60.15,58.1,85570.414,m03_001,,59.7,56.1,75.0,yes,,,,,,,,,,,
24.0,m03,1.0,163.0,41.15,-43.9,600031.94,m03_005,,-33.9,-53.5,100.0,no,,,,,,,,,,,
24.0,m03,1.0,163.0,-128.65,-48.3,46144.465,m03_006,,-45.9,-51.0,75.0,no,,,,,,,,,,,
24.0,m03,2.0,163.0,-52.05,55.7,104917.12,m03_001,,59.5,46.9,75.0,yes,,,,,,,,,,,
24.0,m03,2.0,163.0,52.45,-42.6,419077.22,m03_005,,-34.7,-49.8,75.0,no,,,,,,,,,,,
24.0,m03,2.0,163.0,-117.55,-47.7,202302.5,m03_006,,-43.0,-51.2,75.0,no,,,,,,,,,,,
24.0,m03,2.0,163.0,-148.75,-43.1,38233.84,m03_007,,-41.3,-44.6,100.0,no,,,,,,,,,,,
24.0,m03,2.0,163.0,-137.75,-36.3,125460.82,m03_008,,-33.0,-40.8,100.0,no,,,,,,,,,,,
24.0,m03,2.0,163.0,179.05,-32.3,337005.56,m03_011,,-27.8,-37.3,75.0,no,,,,,,,,,,,
24.0,m03,3.0,164.0,44.85,57.4,163269.59,m03_002,,59.7,54.0,75.0,yes,,,,,,,,,,,
24.0,m03,3.0,164.0,-60.95,58.4,91443.258,m03_003,,59.7,56.5,50.0,yes,,,,,,,,,,,
24.0,m03,3.0,164.0,-113.45,-43.2,250504.44,m03_006,,-40.3,-46.4,75.0,no,,,,,,,,,,,
24.0,m03,3.0,164.0,45.85,-47.9,93096.305,m03_009,,-44.7,-51.0,100.0,no,,,,,,,,,,,
24.0,m03,3.0,164.0,-13.35,-48.2,213800.77,m03_010,,-45.3,-51.0,50.0,no,,,,,,,,,,,
24.0,m03,3.0,164.0,179.25,-48.8,320137.03,m03_012,,-42.6,-54.5,75.0,no,,,,,,,,,,,
24.0,m03,4.0,165.0,75.45,55.2,777602.75,m03_002,,59.7,48.8,75.0,yes,,,,,,,,,,,
24.0,m03,4.0,165.0,-29.05,57.8,162964.92,m03_003,,59.7,55.2,75.0,yes,,,,,,,,,,,
24.0,m03,4.0,165.0,-1.15,-48.2,98931.492,m03_010,,-45.5,-51.0,75.0,no,,,,,,,,,,,
24.0,m03,5.0,165.0,-42.55,-47.4,56010.414,m03_013,,-45.1,-50.0,100.0,no,,,,,,,,,,,
24.0,m03,5.0,165.0,-33.05,-44.3,61332.469,m03_014,,-41.3,-47.9,100.0,no,,,,,,,,,,,
24.0,m03,5.0,165.0,41.05,-46.2,430267.38,m03_015,,-38.4,-52.0,75.0,no,,,,,,,,,,,
24.0,m03,5.0,165.0,-7.45,55.8,476969.78,m03_003,,59.5,48.6,75.0,yes,,,,,,,,,,,
24.0,m03,5.0,165.0,99.55,56.1,405051.66,m03_002,,59.5,50.5,50.0,yes,,,,,,,,,,,
24.0,m03,6.0,166.0,52.75,-40.6,613952.19,m03_015,,-30.1,-50.4,75.0,no,,,,,,,,,,,
24.0,m03,6.0,166.0,141.05,-48.9,257401.41,m03_016,,-45.5,-52.2,100.0,no,,,,,,,,,,,
24.0,m03,6.0,166.0,-156.25,-38.5,72887.164,m03_017,,-35.7,-41.6,75.0,no,,,,,,,,,,,
24.0,m03,6.0,166.0,90.45,-54.2,62899.832,m03_018,,-52.4,-55.8,75.0,no,,,,,,,,,,,
24.0,m03,6.0,166.0,9.05,55.2,530477.81,m03_003,,59.7,48.6,50.0,yes,,,,,,,,,,,
24.0,m03,6.0,166.0,-48.85,57.9,146972.14,m03_019,,59.7,55.7,75.0,yes,,,,,,,,,,,
24.0,m03,6.0,166.0,-131.65,-44.7,83419.891,m03_020,,-39.7,-49.5,50.0,no,,,,,,,,,,,
24.0,m03,7.0,166.0,54.85,-42.3,510668.75,m03_015,,-32.2,-50.6,75.0,no,,,,,,,,,,,
24.0,m03,7.0,166.0,175.45,-49.5,953194.56,m03_016,m03_03,-41.7,-57.9,75.0,no,,,,,,,,,,,
24.0,m03,7.0,166.0,35.65,56.2,600785.0,m03_003,,59.7,51.1,50.0,yes,,,,,,,,,,,
24.0,m03,7.0,166.0,-13.75,56.8,305357.47,m03_019,,59.7,52.5,75.0,yes,,,,,,,,,,,
24.0,m03,7.0,166.0,-0.649997,-47.7,360510.62,m03_021,,-43.6,-51.4,50.0,yes,,,,,,,,,,,
24.0,m03,8.0,167.0,15.45,-46.5,417758.16,m03_021,,-39.0,-51.4,75.0,no,,,,,,,,,,,
24.0,m03,8.0,167.0,-74.35,-51.3,795490.75,m03_022,,-43.2,-60.0,75.0,yes,,,,,,,,,,,
24.0,m03,8.0,167.0,7.45001,55.5,434024.84,m03_019,,59.5,50.0,75.0,yes,,,,,,,,,,,
24.0,m03,8.0,167.0,-45.25,56.0,467385.28,m03_023,,59.7,52.9,75.0,yes,,,,,,,,,,,
24.0,m03,8.0,167.0,-125.65,-48.3,443771.5,m03_025,,-40.9,-57.2,75.0,no,,,,,,,,,,,
24.0,m03,8.0,167.0,169.95,-33.9,1171617.8,m03_016,m03_03,-23.0,-41.7,75.0,no,,,,,,,,,,,
24.0,m03,8.0,167.0,-160.45,-46.8,785220.75,m03_031,m03_03,-40.3,-51.8,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,21.75,-46.1,985941.12,m03_021,,-37.8,-53.3,50.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,37.75,55.7,329530.25,m03_019,,59.7,49.2,75.0,yes,,,,,,,,,,,
24.0,m03,9.0,167.0,-10.35,55.7,565921.19,m03_023,,59.7,50.0,75.0,yes,,,,,,,,,,,
24.0,m03,9.0,167.0,-140.65,43.1,61652.066,m03_024,,44.9,40.9,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,-107.75,-47.6,279775.66,m03_025,,-39.7,-53.1,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,52.65,-41.0,562908.94,m03_026,,-31.8,-49.6,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,-28.65,-47.1,200067.56,m03_027,,-43.8,-51.0,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,-81.25,-24.6,234636.67,m03_029,,-20.5,-29.4,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,-63.15,-42.0,495181.25,m03_030,,-27.2,-50.0,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,-136.45,-48.5,732295.31,m03_031,m03_03,-41.3,-54.8,75.0,no,,,,,,,,,,,
24.0,m03,9.0,167.0,-169.95,-48.1,275849.28,m03_032,m03_03,-40.7,-52.9,75.0,yes,,,,,,,,,,,
24.0,m03,10.0,168.0,3.55,52.9,1525471.9,m03_023,,59.7,42.6,75.0,yes,,,,,,,,,,,
24.0,m03,10.0,168.0,-145.25,41.8,42305.371,m03_024,,43.7,40.3,75.0,no,,,,,,,,,,,
24.0,m03,10.0,168.0,-100.05,-47.7,213566.97,m03_025,,-41.5,-51.8,75.0,no,,,,,,,,,,,
24.0,m03,10.0,168.0,-22.95,-41.6,58862.988,m03_027,,-39.3,-43.3,75.0,no,,,,,,,,,,,
24.0,m03,10.0,168.0,-4.34999,-45.8,138556.98,m03_028,,-41.1,-50.2,100.0,no,,,,,,,,,,,
24.0,m03,10.0,168.0,-128.35,-45.3,575006.38,m03_031,m03_03,-38.4,-51.8,75.0,no,,,,,,,,,,,
24.0,m03,10.0,168.0,-178.85,-36.5,441227.38,m03_033,m03_03,-31.8,-40.8,75.0,no,,,,,,,,,,,
24.0,m03,10.0,168.0,-101.35,-11.5,89868.484,m03_044,,-8.7,-14.2,100.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,-122.75,-44.6,290171.19,m03_031,m03_03,-40.7,-49.5,50.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,-147.05,-33.4,375299.19,m03_035,m03_03,-24.7,-39.6,75.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,158.95,-50.1,201867.56,m03_036,m03_03,-46.3,-54.1,75.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,-74.15,-45.4,163830.53,m03_037,,-42.6,-47.7,75.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,-104.95,-49.3,222822.0,m03_038,,-44.9,-52.9,75.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,57.05,-34.7,112338.3,m03_040,,-31.6,-37.9,75.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,0.650006,-45.5,286465.25,m03_028,,-41.5,-49.5,75.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,67.35,54.8,1142713.5,m03_023,,59.7,48.0,50.0,no,,,,,,,,,,,
24.0,m03,11.0,169.0,-22.35,58.6,38813.332,m03_048,,59.7,57.1,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,171.05,-47.1,138632.5,m03_036,m03_03,-43.0,-51.4,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,-65.15,-47.5,209512.64,m03_037,,-40.9,-53.3,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,-92.35,-46.1,352309.31,m03_038,,-38.4,-54.5,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,148.55,-42.0,401561.75,m03_039,m03_03,-35.1,-49.3,100.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,68.25,-45.4,625546.44,m03_040,,-29.5,-58.5,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,27.55,-47.5,317372.66,m03_043,,-41.7,-52.7,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,-8.25,-33.1,605895.19,m03_028,,-23.2,-41.0,75.0,no,,,,,,,,,,,
24.0,m03,12.0,169.0,-44.15,-48.1,13213.996,m03_045,,-46.9,-49.5,100.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,-85.65,-50.1,691807.44,m03_038,,-42.0,-57.5,75.0,yes,,,,,,,,,,,
24.0,m03,13.0,170.0,55.05,-34.7,378214.91,m03_041,,-27.4,-41.6,75.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,117.95,-50.4,160544.16,m03_042,,-47.0,-53.1,100.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,-149.35,-38.7,141467.58,m03_043,m03_03,-33.8,-43.3,75.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,-1.84999,-33.5,369154.03,m03_028,,-26.8,-39.6,50.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,-16.65,-49.2,356285.69,m03_046,,-42.6,-53.9,100.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,-26.05,-35.9,76641.977,m03_047,,-32.8,-39.2,75.0,no,,,,,,,,,,,
24.0,m03,13.0,170.0,-123.35,-42.5,43547.883,m03_053,,-40.9,-43.9,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,-20.95,55.0,446972.25,m03_048,,59.7,48.8,75.0,yes,,,,,,,,,,,
24.0,m03,14.0,170.0,2.95001,-39.2,307297.69,m03_049,,-32.0,-47.9,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,9.45001,-51.7,290133.75,m03_046,,-48.0,-55.2,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,31.15,-46.9,482854.28,m03_050,,-39.1,-51.8,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,-34.65,-20.8,529612.81,m03_051,,-10.2,-28.6,50.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,-158.75,-25.9,1064782.2,m03_052,m03_03,-6.5,-44.1,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,59.85,-34.0,550893.56,m03_041,,-26.8,-43.3,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,-120.95,-44.4,224942.86,m03_053,,-40.9,-48.5,50.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,128.65,-45.7,141512.47,m03_042,,-42.8,-48.5,50.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,172.85,-50.6,99956.672,m03_059,m03_03,-46.9,-54.3,75.0,no,,,,,,,,,,,
24.0,m03,14.0,170.0,150.95,-48.3,215200.36,m03_060,m03_03,-42.6,-52.3,50.0,no,,,,,,,,,,,
24.0,m03,15.0,171.0,52.95,-45.6,449571.19,m03_050,,-34.7,-52.7,50.0,no,,,,,,,,,,,
24.0,m03,15.0,171.0,0.05,-23.4,302589.53,m03_054,,-18.3,-31.0,75.0,no,,,,,,,,,,,
24.0,m03,15.0,171.0,-135.75,-51.7,320741.56,m03_055,,-47.2,-55.8,50.0,no,,,,,,,,,,,
24.0,m03,15.0,171.0,169.75,-46.1,79878.68,m03_061,m03_03,-42.2,-49.1,75.0,no,,,,,,,,,,,
24.0,m03,15.0,171.0,-174.55,-50.9,57838.516,m03_062,,-49.0,-52.5,75.0,no,,,,,,,,,,,
24.0,m03,16.0,171.0,-121.75,-45.0,542629.38,m03_056,,-33.0,-52.3,75.0,no,,,,,,,,,,,
24.0,m03,16.0,171.0,-28.65,-50.2,416581.12,m03_057,,-42.4,-57.0,75.0,no,,,,,,,,,,,
24.0,m03,16.0,171.0,101.45,-53.3,76181.68,m03_058,,-50.1,-56.2,75.0,no,,,,,,,,,,,
24.0,m03,16.0,171.0,-168.95,-48.1,220418.91,m03_062,m03_03,-41.8,-53.3,75.0,no,,,,,,,,,,,
24.0,m03,16.0,171.0,177.45,-33.1,460931.44,m03_063,m03_03,-28.4,-39.0,75.0,no,,,,,,,,,,,
24.0,m03,17.0,172.0,-171.05,-36.9,148123.97,m03_063,m03_03,-30.1,-41.2,75.0,no,,,,,,,,,,,
24.0,m03,17.0,172.0,161.05,-21.6,617586.06,m03_064,m03_03,-9.3,-32.7,75.0,no,,,,,,,,,,,
24.0,m03,17.0,172.0,-95.95,-49.0,157322.45,m03_056,,-47.0,-51.0,75.0,no,,,,,,,,,,,
24.0,m03,17.0,172.0,-44.65,-42.9,182649.36,m03_065,,-37.8,-46.8,75.0,no,,,,,,,,,,,
24.0,m03,17.0,172.0,20.55,-44.4,213743.0,m03_071,,-40.9,-48.5,75.0,no,,,,,,,,,,,
24.0,m03,17.0,172.0,-9.95,-40.7,269523.31,m03_073,,-34.9,-47.7,50.0,yes,,,,,,,,,,,
24.0,m03,18.0,173.0,158.05,-51.3,63597.855,m03_066,m03_03,-48.6,-52.9,75.0,no,,,,,,,,,,,
24.0,m03,18.0,173.0,50.15,-43.3,493573.72,m03_071,,-33.4,-53.3,75.0,no,,,,,,,,,,,
24.0,m03,18.0,173.0,17.45,-35.2,243622.86,m03_073,,-28.6,-41.4,75.0,no,,,,,,,,,,,
24.0,m03,18.0,173.0,-19.85,-19.0,702465.0,m03_074,,-10.2,-26.7,75.0,no,,,,,,,,,,,
24.0,m03,18.0,173.0,-57.75,57.4,89684.492,m03_078,,59.7,54.8,50.0,yes,,,,,,,,,,,
24.0,m03,19.0,173.0,-166.95,-48.0,329201.06,m03_067,m03_03,-42.6,-52.9,75.0,no,,,,,,,,,,,
24.0,m03,19.0,173.0,-145.95,-50.6,252531.62,m03_068,,-44.2,-54.5,75.0,no,,,,,,,,,,,
24.0,m03,19.0,173.0,-118.05,-51.9,52439.203,m03_069,,-49.4,-54.1,100.0,no,,,,,,,,,,,
