Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Ls_rad,sin_Ls,cos_Ls,avg_temp,pressure_diff,temp_diff,pressure_diff_norm,temp_diff_norm,temp_range,dust_storm_intensity,distance_from_equator,northern_hemisphere,southern_hemisphere,pressure_lag1,pressure_lag7,pressure_7sol_std,avg_temp_lag1,avg_temp_lag7,avg_temp_7sol_std,wind_speed_lag1,wind_speed_lag7,wind_speed_7sol_std,Area (square km)_lag1,Area (square km)_lag7,Area (square km)_7sol_std
31.0,D01,8.0,121.0,21.55,-27.95,223049.44,D01_014,,-22.25,-32.95,50.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,6.194145758661888,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-56.0,1.0,58.0,0.009259259259259259,0.2903225806451613,58.0,0,27.95,1,0,775.0,777.0,1.0690449676497407,-53.5,-52.0,1.6256866681058708,7.548984468339307,8.903823178016726,0.9873588829847276,143871.47,118582.9,79053.93409085217
31.0,D01,8.0,121.0,21.55,-27.95,223049.44,D01_014,,-22.25,-32.95,50.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,7.548984468339307,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-53.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,27.95,1,0,774.0,776.0,0.5345224838251023,-56.0,-52.5,1.3363062095621316,6.194145758661888,9.355436081242534,0.6956124476937766,223049.44,74587.758,83870.0198242444
31.0,D01,8.0,121.0,-114.35,-39.35,36501.355,D01_015,,-37.65,-40.85,50.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,6.194145758661888,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-56.0,1.0,58.0,0.009259259259259259,0.2903225806451613,58.0,0,39.35,1,0,775.0,777.0,0.5345224838250364,-53.5,-52.0,1.3363062095621316,7.548984468339307,8.903823178016726,0.7241917522788294,223049.44,74587.758,87914.75284752088
31.0,D01,8.0,121.0,-114.35,-39.35,36501.355,D01_015,,-37.65,-40.85,50.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,7.548984468339307,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-53.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,39.35,1,0,774.0,776.0,0.5345224838251023,-56.0,-52.5,1.3363062095621316,6.194145758661888,9.355436081242534,0.7241917522788293,36501.355,81207.172,86720.93443202788
31.0,D01,8.0,121.0,-82.55,-32.35,43205.504,D01_016,,-30.15,-34.35,50.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,6.194145758661888,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-56.0,1.0,58.0,0.009259259259259259,0.2903225806451613,58.0,0,32.35,1,0,775.0,777.0,0.5345224838250364,-53.5,-52.0,1.3363062095621316,7.548984468339307,8.903823178016726,0.7241917522788294,36501.355,81207.172,66990.49014241766
31.0,D01,8.0,121.0,-82.55,-32.35,43205.504,D01_016,,-30.15,-34.35,50.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,7.548984468339307,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-53.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,32.35,1,0,774.0,774.0,1.0690449676498832,-56.0,-56.0,2.035400978396437,6.194145758661888,6.453405017921147,0.970826389726709,43205.504,143871.47,20049.758711154078
31.0,D01,8.0,121.0,-84.85,-39.75,81283.297,D01_017,,-38.05,-42.05,50.0,yes,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,6.194145758661888,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-56.0,1.0,58.0,0.009259259259259259,0.2903225806451613,58.0,0,39.75,1,0,775.0,775.0,1.1547005383794424,-53.5,-53.5,1.9303342913056554,7.548984468339307,7.548984468339307,0.9814209425690286,43205.504,143871.47,19241.641021735617
31.0,D01,8.0,121.0,-84.85,-39.75,81283.297,D01_017,,-38.05,-42.05,50.0,yes,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,7.548984468339307,Clear,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,-53.5,1.0,61.0,0.009259259259259259,0.3870967741935484,61.0,0,39.75,1,0,774.0,774.0,1.2724180205609226,-56.0,-56.0,2.2704100741412194,6.194145758661888,6.194145758661888,1.052344913876825,81283.297,223049.44,43532.410899729446
31.0,D01,9.0,122.0,-63.85,69.25,44097.566,D01_001,,71.95,67.65,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.71146953405018,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,3.0,63.0,0.027777777777777776,0.45161290322580644,63.0,0,69.25,1,0,775.0,775.0,1.2724180205609366,-53.5,-53.5,1.9117431586805638,7.548984468339307,7.548984468339307,0.8878002673381201,81283.297,223049.44,52785.48000002025
31.0,D01,9.0,122.0,-63.85,69.25,44097.566,D01_001,,71.95,67.65,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,69.25,1,0,772.0,774.0,1.15470053837957,-50.5,-56.0,2.038323307221389,8.71146953405018,6.194145758661888,0.8924475276983801,44097.566,36501.355,54490.2792578342
31.0,D01,9.0,122.0,25.45,-32.85,161369.92,D01_014,,-25.75,-36.85,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,32.85,1,0,773.0,775.0,1.0690449676500602,-52.5,-53.5,1.2535663410560312,8.45221027479092,7.548984468339307,0.3705379818832283,44097.566,36501.355,56807.15365069575
31.0,D01,9.0,122.0,25.45,-32.85,161369.92,D01_014,,-25.75,-36.85,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,32.85,1,0,772.0,774.0,0.5345224838257412,-50.5,-56.0,1.0690449676497131,8.45221027479092,6.194145758661888,0.09799078929869232,161369.92,43205.504,55002.34819183285
31.0,D01,9.0,122.0,-106.75,-38.35,159015.84,D01_015,,-34.85,-41.45,50.0,yes,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,38.35,1,0,773.0,775.0,0.5345224838256754,-52.5,-53.5,1.0690449676497131,8.45221027479092,7.548984468339307,0.0,161369.92,43205.504,44822.931947333236
31.0,D01,9.0,122.0,-106.75,-38.35,159015.84,D01_015,,-34.85,-41.45,50.0,yes,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,38.35,1,0,772.0,774.0,0.5345224838257412,-50.5,-56.0,1.0690449676497131,8.45221027479092,6.194145758661888,0.0,159015.84,81283.297,26359.541939746952
31.0,D01,9.0,122.0,-81.95,-39.65,107198.45,D01_017,,-36.55,-42.75,50.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,39.65,1,0,773.0,775.0,0.5345224838256754,-52.5,-53.5,1.0690449676497131,8.45221027479092,7.548984468339307,0.0,159015.84,81283.297,26709.78136895603
31.0,D01,9.0,122.0,-81.95,-39.65,107198.45,D01_017,,-36.55,-42.75,50.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,39.65,1,0,772.0,772.0,0.5345224838257412,-50.5,-50.5,1.0690449676497131,8.45221027479092,8.71146953405018,0.0,107198.45,44097.566,52129.38319556564
31.0,D01,10.0,122.0,-44.55,69.35,164634.08,D01_001,,75.45,63.75,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,69.35,1,0,773.0,773.0,0.5345224838256754,-52.5,-52.5,1.0690449676497131,8.45221027479092,8.45221027479092,0.0,107198.45,44097.566,64915.41960430597
31.0,D01,10.0,122.0,-44.55,69.35,164634.08,D01_001,,75.45,63.75,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,69.35,1,0,772.0,772.0,0.5345224838257412,-50.5,-50.5,1.0690449676497131,8.45221027479092,8.45221027479092,0.0,164634.08,161369.92,101685.17767120685
31.0,D01,10.0,122.0,32.25,-34.35,263380.97,D01_014,,-25.95,-39.35,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,34.35,1,0,773.0,773.0,0.5345224838256754,-52.5,-52.5,1.0690449676497131,8.45221027479092,8.45221027479092,0.0,164634.08,161369.92,109924.38941048356
31.0,D01,10.0,122.0,32.25,-34.35,263380.97,D01_014,,-25.95,-39.35,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,34.35,1,0,772.0,772.0,0.5345224838257412,-50.5,-50.5,1.0690449676497131,8.45221027479092,8.45221027479092,0.0,263380.97,159015.84,95416.6242855835
31.0,D01,10.0,122.0,-55.55,-36.35,386387.59,D01_018,,-31.15,-41.65,50.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,36.35,1,0,773.0,773.0,0.5345224838256754,-52.5,-52.5,1.0690449676497131,8.45221027479092,8.45221027479092,0.0,263380.97,159015.84,91164.39788356138
31.0,D01,10.0,122.0,-55.55,-36.35,386387.59,D01_018,,-31.15,-41.65,50.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,36.35,1,0,772.0,772.0,1.4142135623735066,-50.5,-50.5,1.0690449676497131,8.45221027479092,8.45221027479092,0.14698618394803487,386387.59,107198.45,94055.53724207664
31.0,D01,10.0,122.0,-19.95,-23.95,193166.45,D01_019,,-20.15,-27.35,50.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-50.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,23.95,1,0,773.0,773.0,1.4638501094232168,-52.5,-52.5,1.1495340671022347,8.45221027479092,8.45221027479092,0.5086670616141554,386387.59,107198.45,103217.9033219883
31.0,D01,10.0,122.0,-19.95,-23.95,193166.45,D01_019,,-20.15,-27.35,50.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,8.45221027479092,Clear,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,-52.5,1.0,63.0,0.009259259259259259,0.45161290322580644,63.0,0,23.95,1,0,772.0,772.0,1.704336206493114,-50.5,-50.5,1.1700630833624543,8.45221027479092,8.45221027479092,0.5160476708442928,193166.45,164634.08,140387.882755714
31.0,D01,11.0,123.0,-42.95,72.55,149507.95,D01_001,,79.85,68.15,75.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,8.841099163679809,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-50.5,4.0,63.0,0.037037037037037035,0.45161290322580644,63.0,0,72.55,1,0,773.0,773.0,1.6761634196954958,-52.5,-52.5,1.2198750911856804,8.45221027479092,8.45221027479092,0.6629651052723795,193166.45,164634.08,159117.8610888674
31.0,D01,11.0,123.0,-42.95,72.55,149507.95,D01_001,,79.85,68.15,75.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,7.22700119474313,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,72.55,1,0,769.0,772.0,1.6183471874259225,-50.5,-50.5,1.2583057392118047,8.841099163679809,8.45221027479092,0.6736828526355336,149507.95,263380.97,176925.51325303476
31.0,D01,12.0,123.0,-38.55,62.65,495603.91,D01_001,,70.55,54.85,75.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,8.58183990442055,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-50.5,2.0,63.0,0.018518518518518517,0.45161290322580644,63.0,0,62.65,1,0,771.0,773.0,1.511857892037519,-53.0,-52.5,1.281739888923325,7.22700119474313,8.45221027479092,0.7504308156556286,149507.95,263380.97,191993.5878863476
31.0,D01,12.0,123.0,-38.55,62.65,495603.91,D01_001,,70.55,54.85,75.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,7.22700119474313,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,62.65,1,0,769.0,772.0,1.0690449676506895,-50.5,-50.5,1.3363062095621345,8.58183990442055,8.45221027479092,0.7643527329221746,495603.91,386387.59,191478.75368625842
31.0,D01,12.0,123.0,-83.65,-38.95,48493.723,D01_020,,-37.65,-40.25,50.0,yes,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,8.58183990442055,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-50.5,2.0,63.0,0.018518518518518517,0.45161290322580644,63.0,0,38.95,1,0,771.0,773.0,1.0690449676506324,-53.0,-52.5,1.3363062095621345,7.22700119474313,8.45221027479092,0.7241917522788326,495603.91,386387.59,187979.96379079344
31.0,D01,12.0,123.0,-83.65,-38.95,48493.723,D01_020,,-37.65,-40.25,50.0,yes,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,7.22700119474313,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,38.95,1,0,769.0,772.0,1.0690449676506895,-50.5,-50.5,1.3363062095621345,8.58183990442055,8.45221027479092,0.7241917522788309,48493.723,193166.45,196305.94883242476
31.0,D01,13.0,123.0,-38.85,61.85,239246.72,D01_001,,68.85,54.35,50.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,8.58183990442055,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-50.5,2.0,63.0,0.018518518518518517,0.45161290322580644,63.0,0,61.85,1,0,771.0,773.0,1.0690449676506324,-53.0,-52.5,1.3363062095621345,7.22700119474313,8.45221027479092,0.7241917522788327,48493.723,193166.45,164962.99443641902
31.0,D01,13.0,123.0,-38.85,61.85,239246.72,D01_001,,68.85,54.35,50.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,7.22700119474313,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,61.85,1,0,769.0,769.0,1.0690449676506895,-50.5,-50.5,1.3363062095621345,8.58183990442055,8.841099163679809,0.7241917522788309,239246.72,149507.95,84942.8256393856
31.0,D01,13.0,123.0,-67.15,-28.05,74425.211,D01_021,,-26.35,-30.85,50.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,8.58183990442055,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-50.5,2.0,63.0,0.018518518518518517,0.45161290322580644,63.0,0,28.05,1,0,771.0,771.0,1.0690449676506324,-53.0,-53.0,1.3363062095621345,7.22700119474313,7.22700119474313,0.7241917522788327,239246.72,149507.95,80226.28181562311
31.0,D01,13.0,123.0,-67.15,-28.05,74425.211,D01_021,,-26.35,-30.85,50.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,7.22700119474313,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,28.05,1,0,769.0,769.0,1.0690449676506895,-50.5,-50.5,1.3363062095621345,8.58183990442055,8.58183990442055,0.7241917522788327,74425.211,495603.91,168429.1085983005
31.0,D01,13.0,123.0,-94.35,-19.25,97184.859,D01_022,,-14.55,-22.35,50.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,8.58183990442055,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-50.5,2.0,63.0,0.018518518518518517,0.45161290322580644,63.0,0,19.25,1,0,771.0,771.0,1.0690449676506895,-53.0,-53.0,1.205147689032753,7.22700119474313,7.22700119474313,0.865956381301291,74425.211,495603.91,213670.6831140035
31.0,D01,13.0,123.0,-94.35,-19.25,97184.859,D01_022,,-14.55,-22.35,50.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,7.22700119474313,Clear,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,19.25,1,0,769.0,769.0,0.9759000729496761,-50.5,-50.5,1.205147689032753,8.58183990442055,8.58183990442055,0.9042190358865857,97184.859,48493.723,225422.59936623077
31.0,D01,14.0,124.0,120.35,72.05,538635.81,D01_002,,78.35,66.85,50.0,no,562,2014-05-03,618,124,Month 5,-83.0,-23.0,769.0,7.22700119474313,Clear,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,-53.0,2.0,60.0,0.018518518518518517,0.3548387096774194,60.0,0,72.05,1,0,771.0,771.0,0.9759000729496761,-53.0,-53.0,1.0350983390135464,7.22700119474313,7.22700119474313,1.0155007374587728,97184.859,48493.723,228419.86067855882
31.0,D01,14.0,124.0,120.35,72.05,538635.81,D01_002,,78.35,66.85,50.0,no,561,2014-05-02,617,124,Month 5,-84.0,-19.0,769.0,9.225806451612904,Clear,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,-51.5,0.0,65.0,0.0,0.5161290322580645,65.0,0,72.05,1,0,769.0,769.0,0.755928946020029,-53.0,-50.5,1.0350983390135464,7.22700119474313,8.58183990442055,1.0505821391081627,538635.81,239246.72,247743.4747063474
31.0,D01,14.0,124.0,-89.85,-21.35,46676.133,D01_022,,-19.55,-22.95,50.0,no,562,2014-05-03,618,124,Month 5,-83.0,-23.0,769.0,6.967741935483871,Clear,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,-53.0,0.0,60.0,0.0,0.3548387096774194,60.0,0,21.35,1,0,769.0,771.0,0.755928946020029,-51.5,-53.0,0.8017837257372906,9.225806451612904,7.22700119474313,1.1426090480145132,538635.81,239246.72,250658.35248703088
31.0,D01,14.0,124.0,-89.85,-21.35,46676.133,D01_022,,-19.55,-22.95,50.0,no,561,2014-05-02,617,124,Month 5,-84.0,-19.0,769.0,9.225806451612904,Clear,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,-51.5,0.0,65.0,0.0,0.5161290322580645,65.0,0,21.35,1,0,769.0,769.0,1.5118578920378771,-53.0,-50.5,0.8864052604279361,6.967741935483871,8.58183990442055,1.1731600889533789,46676.133,74425.211,265644.48185584444
