id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Mars Year,Ls_rad,sin_Ls,cos_Ls,dust_storm_active,area_7sol_avg,area_30sol_avg,dust_storm_intensity,avg_temp,distance_from_equator,northern_hemisphere,southern_hemisphere,pressure_lag1,pressure_lag7,avg_temp_lag1,avg_temp_lag7,wind_speed_lag1,wind_speed_lag7,pressure_7sol_std,avg_temp_7sol_std,wind_speed_7sol_std,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,Area (square km)_lag1,Area (square km)_lag7,Area (square km)_7sol_std
1885,2018-02-17,1967,130,Month 5,-76.0,-15.0,734.0,9.064177772475912,Sunny,33,33,2.2689280275926285,0.766044443118978,-0.6427876096865394,0,0,0,0,-45.5,0,0,0,732.0,729.0,-47.5,-45.0,9.018838320891089,8.877359201354604,1.9023794624224633,1.2149857925879064,0.05032800108012065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,2018-02-16,1966,130,Month 5,-77.0,-18.0,735.0,9.064177772475912,Sunny,33,33,2.2689280275926285,0.766044443118978,-0.6427876096865394,0,0,0,0,-47.5,0,0,0,734.0,730.0,-45.5,-48.0,9.064177772475912,8.925414806476683,1.9023794624223525,1.224744871391584,0.0495292791674877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,2018-02-15,1965,129,Month 5,-76.0,-12.0,735.0,9.108583845827884,Sunny,33,33,2.251474735072685,0.777145961456971,-0.6293203910498373,0,0,0,0,-44.0,0,0,0,735.0,730.0,-47.5,-46.0,9.064177772475912,8.925414806476683,1.976047040118265,1.224744871391584,0.049287888183849646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,2018-02-14,1964,129,Month 5,-76.0,-16.0,736.0,9.108583845827884,Sunny,33,33,2.251474735072685,0.777145961456971,-0.6293203910498373,0,0,0,0,-46.0,0,0,0,735.0,731.0,-44.0,-45.5,9.108583845827884,8.972579301909576,2.0701966780264334,1.6035674514745422,0.04847759400115163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,2018-02-13,1963,128,Month 5,-77.0,-14.0,737.0,9.152043014426887,Sunny,33,33,2.234021442552742,0.788010753606722,-0.6156614753256583,0,0,0,0,-45.5,0,0,0,736.0,731.0,-46.0,-46.5,9.108583845827884,8.972579301909576,2.1380899352986362,1.5773697214335085,0.048232767856907006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,2018-02-12,1962,128,Month 5,-78.0,-14.0,738.0,9.152043014426887,Sunny,33,33,2.234021442552742,0.788010753606722,-0.6156614753256583,0,0,0,0,-46.0,0,0,0,737.0,732.0,-45.5,-46.0,9.152043014426887,9.018838320891089,2.0816659994652507,1.4920423841803094,0.04741114854070012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,2018-02-11,1961,127,Month 5,-77.0,-21.0,740.0,9.194542040189171,Sunny,33,33,2.2165681500327987,0.7986355100472927,-0.6018150231520484,0,0,0,0,-49.0,0,0,0,738.0,732.0,-46.0,-47.5,9.152043014426887,9.018838320891089,1.8644544714705198,1.214985792587907,0.047162961911044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,2018-02-09,1960,127,Month 5,-78.0,-14.0,740.0,9.194542040189171,Sunny,33,33,2.2165681500327987,0.7986355100472927,-0.6018150231520484,0,0,0,0,-46.0,0,0,0,740.0,734.0,-49.0,-45.5,9.194542040189171,9.064177772475912,1.7043362064914167,1.5507294750413094,0.0463302680811541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,2018-02-08,1959,126,Month 5,-78.0,-15.0,740.0,9.23606797749979,Sunny,33,33,2.199114857512855,0.8090169943749475,-0.587785252292473,0,0,0,0,-46.5,0,0,0,740.0,735.0,-46.0,-47.5,9.194542040189171,9.064177772475912,1.8898223650448795,1.4556948921554989,0.046078796675640056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,2018-02-07,1958,126,Month 5,-77.0,-14.0,741.0,9.23606797749979,Sunny,33,33,2.199114857512855,0.8090169943749475,-0.587785252292473,0,0,0,0,-45.5,0,0,0,740.0,735.0,-46.5,-44.0,9.23606797749979,9.108583845827884,2.0586634591623008,1.5735915849388824,0.04523528236345689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,2018-02-06,1957,125,Month 5,-77.0,-21.0,742.0,9.276608177155968,Sunny,33,33,2.181661564992912,0.8191520442889917,-0.5735764363510462,0,0,0,0,-49.0,0,0,0,741.0,736.0,-45.5,-46.0,9.23606797749979,9.108583845827884,2.2253945610555133,1.3972762620115404,0.04498060290443951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,2018-02-05,1956,125,Month 5,-79.0,-14.0,744.0,9.276608177155968,Sunny,33,33,2.181661564992912,0.8191520442889917,-0.5735764363510462,0,0,0,0,-46.5,0,0,0,742.0,737.0,-49.0,-45.5,9.276608177155968,9.152043014426887,2.5071326821108304,1.6761634196950468,0.044126525480975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,2018-02-04,1955,124,Month 5,-77.0,-21.0,745.0,9.316150290220166,Sunny,33,33,2.1642082724729685,0.8290375725550417,-0.5591929034707467,0,0,0,0,-49.0,0,0,0,744.0,738.0,-46.5,-46.0,9.276608177155968,9.152043014426887,2.5071326821107176,2.3804761428476127,0.043868715682007065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,2018-02-03,1954,124,Month 5,-77.0,-17.0,745.0,9.316150290220166,Sunny,33,33,2.1642082724729685,0.8290375725550417,-0.5591929034707467,0,0,0,0,-47.0,0,0,0,745.0,740.0,-49.0,-49.0,9.316150290220166,9.194542040189171,2.4299715851743247,2.0148259998133313,0.043004335785902986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,2018-02-02,1953,123,Month 5,-78.0,-22.0,747.0,9.354682271781696,Sunny,33,33,2.1467549799530254,0.838670567945424,-0.5446390350150271,0,0,0,0,-50.0,0,0,0,745.0,740.0,-47.0,-46.0,9.316150290220166,9.194542040189171,2.267786838053565,2.17398033022161,0.042743474330153804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,2018-02-01,1952,123,Month 5,-80.0,-25.0,748.0,9.354682271781696,Sunny,33,33,2.1467549799530254,0.838670567945424,-0.5446390350150271,0,0,0,0,-52.5,0,0,0,747.0,740.0,-50.0,-46.5,9.354682271781696,9.23606797749979,2.3401261667229623,1.9117431586805491,0.041869055795869956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,2018-01-31,1951,122,Month 5,-77.0,-23.0,749.0,9.392192384625705,Sunny,33,33,2.129301687433082,0.8480480961564261,-0.5299192642332048,0,0,0,0,-50.0,0,0,0,748.0,741.0,-52.5,-45.5,9.354682271781696,9.23606797749979,2.4102953780634486,1.9669894811736028,0.04160522231463118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,2018-01-30,1950,122,Month 5,-79.0,-15.0,750.0,9.392192384625705,Sunny,33,33,2.129301687433082,0.8480480961564261,-0.5299192642332048,0,0,0,0,-47.0,0,0,0,749.0,742.0,-50.0,-49.0,9.392192384625705,9.276608177155968,1.799470821681941,1.7761649430055428,0.040721032101091605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,2018-01-29,1949,121,Month 5,-78.0,-20.0,751.0,9.42866920280845,Sunny,33,33,2.111848394913139,0.8571673007021123,-0.5150380749100543,0,0,0,0,-49.0,0,0,0,750.0,744.0,-47.0,-46.5,9.392192384625705,9.276608177155968,1.718249385965122,1.7525491637693225,0.04045430715247553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,2018-01-28,1948,121,Month 5,-78.0,-18.0,752.0,9.42866920280845,Sunny,33,33,2.111848394913139,0.8571673007021123,-0.5150380749100543,0,0,0,0,-48.0,0,0,0,751.0,745.0,-49.0,-49.0,9.42866920280845,9.316150290220166,1.7182493859648929,1.107334852784133,0.03956061527252628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,2018-01-27,1947,120,Month 5,-78.0,-19.0,751.0,9.464101615137755,Sunny,33,33,2.0943951023931953,0.8660254037844387,-0.4999999999999998,0,0,0,0,-48.5,0,0,0,752.0,745.0,-48.0,-47.0,9.42866920280845,9.316150290220166,1.7994708216813013,1.2051476890327317,0.03929108032046482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,2018-01-26,1946,120,Month 5,-79.0,-20.0,753.0,9.464101615137755,Sunny,33,33,2.0943951023931953,0.8660254037844387,-0.4999999999999998,0,0,0,0,-49.5,0,0,0,751.0,747.0,-48.5,-50.0,9.464101615137755,9.354682271781696,1.95180014589363,1.6547190813232375,0.038388159771580256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,2018-01-25,1945,119,Month 4,-78.0,-22.0,754.0,9.498478828557584,Sunny,33,33,2.076941809873252,0.8746197071393959,-0.484809620246337,0,0,0,0,-50.0,0,0,0,753.0,748.0,-49.5,-52.5,9.464101615137755,9.354682271781696,2.1602468994660384,1.8898223650461317,0.038115897165277766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,2018-01-24,1944,119,Month 4,-80.0,-21.0,755.0,9.498478828557584,Sunny,33,33,2.076941809873252,0.8746197071393959,-0.484809620246337,0,0,0,0,-50.5,0,0,0,754.0,749.0,-50.0,-50.0,9.498478828557584,9.392192384625705,2.4102953780624254,1.7961599250040234,0.03720402386206638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,2018-01-23,1943,118,Month 4,-78.0,-28.0,756.0,9.531790371435708,Sunny,33,33,2.059488517353309,0.8829475928589269,-0.4694715627858909,0,0,0,0,-53.0,0,0,0,755.0,750.0,-50.5,-47.0,9.498478828557584,9.392192384625705,2.1602468994656485,1.8898223650461317,0.03692911681608984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,2018-01-22,1942,118,Month 4,-78.0,-27.0,757.0,9.531790371435708,Sunny,33,33,2.059488517353309,0.8829475928589269,-0.4694715627858909,0,0,0,0,-52.5,0,0,0,756.0,751.0,-53.0,-49.0,9.531790371435708,9.42866920280845,2.1602468994654513,1.9334154333963567,0.036008569525313075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,2018-01-21,1941,117,Month 4,-77.0,-20.0,758.0,9.564026096753471,Sunny,33,33,2.0420352248333655,0.8910065241883679,-0.45399049973954675,0,0,0,0,-48.5,0,0,0,757.0,752.0,-52.5,-48.0,9.531790371435708,9.42866920280845,2.4102953780618264,1.9518001458970624,0.035731102100564884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,2018-01-20,1940,117,Month 4,-77.0,-19.0,759.0,9.564026096753471,Sunny,33,33,2.0420352248333655,0.8910065241883679,-0.45399049973954675,0,0,0,0,-48.0,0,0,0,758.0,751.0,-48.5,-48.5,9.564026096753471,9.464101615137755,2.5634797778429492,1.966989481173604,0.028487718458219593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,2018-01-19,1939,116,Month 4,-78.0,-20.0,760.0,9.595176185196667,Sunny,33,33,2.0245819323134224,0.8987940462991669,-0.4383711467890775,0,0,0,0,-49.0,0,0,0,759.0,753.0,-48.0,-49.5,9.564026096753471,9.464101615137755,2.6367367999784843,1.6183471874253674,0.030428187891186616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,2018-01-18,1938,116,Month 4,-78.0,-24.0,762.0,9.595176185196667,Sunny,33,33,2.0245819323134224,0.8987940462991669,-0.4383711467890775,0,0,0,0,-51.0,0,0,0,760.0,754.0,-49.0,-50.0,9.595176185196667,9.498478828557584,2.6367367999782463,1.2149857925879013,0.024988571726893147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,2018-01-17,1937,116,Month 4,-80.0,-22.0,763.0,9.595176185196667,Sunny,33,33,2.0245819323134224,0.8987940462991669,-0.4383711467890775,0,0,0,0,-51.0,0,0,0,762.0,755.0,-51.0,-50.5,9.595176185196667,9.498478828557584,2.5634797778422147,1.1073348527841307,0.029306363835705916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,2018-01-16,1936,115,Month 4,-79.0,-20.0,764.0,9.6252311481466,Sunny,33,33,2.007128639793479,0.90630778703665,-0.42261826174069933,0,0,0,0,-49.5,0,0,0,763.0,756.0,-51.0,-53.0,9.595176185196667,9.531790371435708,2.4102953780605656,0.75592894601844,0.026575306276379468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,2018-01-15,1935,115,Month 4,-80.0,-21.0,765.0,9.6252311481466,Sunny,33,33,2.007128639793479,0.90630778703665,-0.42261826174069933,0,0,0,0,-50.5,0,0,0,764.0,757.0,-49.5,-52.5,9.6252311481466,9.531790371435708,2.1602468994635737,0.6725927091345308,0.03235796987793259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,2018-01-14,1934,114,Month 4,-79.0,-21.0,766.0,9.654181830570403,Sunny,33,33,1.9896753472735358,0.9135454576426009,-0.40673664307580026,0,0,0,0,-50.0,0,0,0,765.0,758.0,-50.5,-48.5,9.6252311481466,9.564026096753471,2.4102953780601433,0.6454972243678844,0.03207333388820718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,2018-01-13,1933,114,Month 4,-78.0,-23.0,767.0,9.654181830570403,Sunny,33,33,1.9896753472735358,0.9135454576426009,-0.40673664307580026,0,0,0,0,-50.5,0,0,0,766.0,759.0,-50.0,-48.0,9.654181830570403,9.564026096753471,2.340126166719165,0.7319250547113832,0.031120933311745393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,2018-01-12,1932,113,Month 4,-79.0,-24.0,768.0,9.682019413809762,Sunny,33,33,1.9722220547535925,0.9205048534524403,-0.3907311284892738,0,0,0,0,-51.5,0,0,0,767.0,760.0,-50.5,-49.0,9.654181830570403,9.595176185196667,2.2677868380492416,0.866025403784421,0.03083408132091336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,2018-01-11,1931,113,Month 4,-79.0,-22.0,770.0,9.682019413809762,Sunny,33,33,1.9722220547535925,0.9205048534524403,-0.3907311284892738,0,0,0,0,-50.5,0,0,0,768.0,762.0,-51.5,-51.0,9.682019413809762,9.595176185196667,2.4299715851698576,0.8380817098475069,0.029874441416923855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,2018-01-10,1930,112,Month 4,-79.0,-24.0,770.0,9.70873541826715,Sunny,33,33,1.9547687622336491,0.9271838545667874,-0.37460659341591207,0,0,0,0,-51.5,0,0,0,770.0,763.0,-50.5,-51.0,9.682019413809762,9.595176185196667,2.507132682105985,0.6986381310057471,0.02958546149136878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,2018-01-09,1929,112,Month 4,-79.0,-26.0,771.0,9.70873541826715,Sunny,33,33,1.9547687622336491,0.9271838545667874,-0.37460659341591207,0,0,0,0,-52.5,0,0,0,770.0,764.0,-51.5,-49.5,9.70873541826715,9.6252311481466,2.5071326821057345,0.6454972243678739,0.02861887707605923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,2018-01-08,1928,111,Month 4,-78.0,-24.0,773.0,9.734321705988807,Sunny,33,33,1.9373154697137058,0.9335804264972017,-0.35836794954530027,0,0,0,0,-51.0,0,0,0,771.0,765.0,-52.5,-50.5,9.70873541826715,9.6252311481466,2.672612419118076,1.144344270542644,0.028327858059648426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,2018-01-07,1927,111,Month 4,-79.0,-24.0,774.0,9.734321705988807,Sunny,33,33,1.9373154697137058,0.9335804264972017,-0.35836794954530027,0,0,0,0,-51.5,0,0,0,773.0,766.0,-51.0,-50.0,9.734321705988807,9.654181830570403,2.734262327604345,1.2909944487357925,0.02735462654606236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,2018-01-06,1926,110,Month 4,-80.0,-24.0,775.0,9.758770483143634,Sunny,33,33,1.9198621771937625,0.9396926207859084,-0.3420201433256687,0,0,0,0,-52.0,0,0,0,774.0,767.0,-51.5,-50.5,9.734321705988807,9.654181830570403,2.5166114784165448,1.318368399991142,0.027061658065163186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,2018-01-05,1925,110,Month 4,-79.0,-19.0,777.0,9.758770483143634,Sunny,33,33,1.9198621771937625,0.9396926207859084,-0.3420201433256687,0,0,0,0,-49.0,0,0,0,775.0,768.0,-52.0,-51.5,9.758770483143634,9.682019413809762,2.4299715851682464,1.1443442705426434,0.026082079495207133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,2018-01-03,1924,109,Month 4,-78.0,-21.0,777.0,9.782074302397268,Sunny,33,33,1.9024088846738192,0.9455185755993168,-0.32556815445715664,0,0,0,0,-49.5,0,0,0,777.0,770.0,-49.0,-50.5,9.758770483143634,9.682019413809762,2.507132682104423,1.3801311186846958,0.02578725197355109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,2018-01-02,1923,109,Month 4,-77.0,-23.0,778.0,9.782074302397268,Sunny,33,33,1.9024088846738192,0.9455185755993168,-0.32556815445715664,0,0,0,0,-50.0,0,0,0,777.0,770.0,-49.5,-51.5,9.782074302397268,9.70873541826715,2.507132682104173,1.318368399991142,0.020420423462207828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,2018-01-01,1922,108,Month 4,-79.0,-24.0,780.0,9.804226065180615,Sunny,33,33,1.8849555921538759,0.9510565162951536,-0.30901699437494734,0,0,0,0,-51.5,0,0,0,778.0,771.0,-50.0,-52.5,9.782074302397268,9.70873541826715,2.429971585167471,1.2149857925878977,0.021651693460490527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,2017-12-31,1921,108,Month 4,-78.0,-19.0,781.0,9.804226065180615,Sunny,33,33,1.8849555921538759,0.9510565162951536,-0.30901699437494734,0,0,0,0,-48.5,0,0,0,780.0,773.0,-51.5,-51.0,9.804226065180615,9.734321705988807,2.5634797778385097,1.5391710817994142,0.01761648133007666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,2017-12-30,1920,108,Month 4,-77.0,-25.0,782.0,9.804226065180615,Sunny,33,33,1.8849555921538759,0.9510565162951536,-0.30901699437494734,0,0,0,0,-51.0,0,0,0,781.0,774.0,-48.5,-51.5,9.804226065180615,9.734321705988807,2.6457513110564874,1.5391710817994142,0.02046487604982065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,2017-12-29,1919,107,Month 4,-77.0,-26.0,783.0,9.825219023852142,Sunny,33,33,1.8675022996339325,0.9563047559630355,-0.29237170472273666,0,0,0,0,-51.5,0,0,0,782.0,775.0,-51.0,-52.0,9.804226065180615,9.758770483143634,2.563479777837987,1.5545631755147904,0.018396928135406245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,2017-12-28,1918,107,Month 4,-77.0,-18.0,784.0,9.825219023852142,Sunny,33,33,1.8675022996339325,0.9563047559630355,-0.29237170472273666,0,0,0,0,-47.5,0,0,0,783.0,777.0,-51.5,-49.0,9.825219023852142,9.758770483143634,2.6367367999736597,1.4351041110399507,0.022218609377545395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,2017-12-27,1917,106,Month 4,-80.0,-19.0,786.0,9.845046783753276,Sunny,33,33,1.8500490071139892,0.9612616959383189,-0.27563735581699905,0,0,0,0,-49.5,0,0,0,784.0,777.0,-47.5,-49.5,9.825219023852142,9.782074302397268,2.8702082220717267,1.3228756555322807,0.021918755803990855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,2017-12-26,1916,106,Month 4,-79.0,-22.0,787.0,9.845046783753276,Sunny,33,33,1.8500490071139892,0.9612616959383189,-0.27563735581699905,0,0,0,0,-50.5,0,0,0,786.0,778.0,-49.5,-50.0,9.845046783753276,9.782074302397268,2.9439202887676785,1.7286107827082415,0.020916845805617985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,2017-12-25,1915,105,Month 4,-78.0,-23.0,788.0,9.863703305156273,Sunny,33,33,1.8325957145940461,0.9659258262890683,-0.25881904510252085,0,0,0,0,-50.5,0,0,0,787.0,780.0,-50.5,-51.5,9.845046783753276,9.804226065180615,2.672612419114858,1.8803495115840165,0.020615503779794563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,2017-12-24,1914,105,Month 4,-78.0,-21.0,790.0,9.863703305156273,Sunny,33,33,1.8325957145940461,0.9659258262890683,-0.25881904510252085,0,0,0,0,-49.5,0,0,0,788.0,781.0,-50.5,-48.5,9.863703305156273,9.804226065180615,2.2886885410740527,1.3758114488755764,0.019608791339046704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,2017-12-23,1913,104,Month 4,-79.0,-27.0,791.0,9.881182905103985,Sunny,33,33,1.8151424220741028,0.9702957262759965,-0.24192189559966779,0,0,0,0,-53.0,0,0,0,790.0,782.0,-49.5,-51.0,9.863703305156273,9.804226065180615,2.3704530408752493,1.2488089563755485,0.019306056248528984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,2017-12-22,1912,104,Month 4,-80.0,-25.0,791.0,9.881182905103985,Sunny,33,33,1.8151424220741028,0.9702957262759965,-0.24192189559966779,0,0,0,0,-52.5,0,0,0,791.0,783.0,-53.0,-51.5,9.881182905103985,9.825219023852142,2.370453040874984,1.484042099261655,0.018294861706017712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2017-12-21,1911,103,Month 4,-79.0,-22.0,792.0,9.897480259140941,Sunny,33,33,1.7976891295541595,0.9743700647852352,-0.22495105434386503,0,0,0,0,-50.5,0,0,0,791.0,784.0,-52.5,-47.5,9.881182905103985,9.825219023852142,2.28868854107323,1.5545631755148024,0.01799083045858198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,2017-12-20,1910,103,Month 4,-80.0,-23.0,794.0,9.897480259140941,Sunny,33,33,1.7976891295541595,0.9743700647852352,-0.22495105434386503,0,0,0,0,-51.5,0,0,0,792.0,786.0,-50.5,-49.5,9.897480259140941,9.845046783753276,2.672612419113666,1.2488089563755658,0.016975479863812516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,2017-12-19,1909,102,Month 4,-80.0,-27.0,795.0,9.912590402935223,Sunny,33,33,1.7802358370342162,0.9781476007338057,-0.20791169081775934,0,0,0,0,-53.5,0,0,0,794.0,787.0,-51.5,-50.5,9.897480259140941,9.845046783753276,2.9439202887661073,1.3758114488755924,0.016670251311282504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,2017-12-18,1908,102,Month 4,-79.0,-28.0,796.0,9.912590402935223,Sunny,33,33,1.7802358370342162,0.9781476007338057,-0.20791169081775934,0,0,0,0,-53.5,0,0,0,795.0,788.0,-53.5,-50.5,9.912590402935223,9.863703305156273,2.8702082220695515,1.4638501094228027,0.013030641021291893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,2017-12-17,1907,101,Month 4,-79.0,-29.0,798.0,9.926508733790655,Sunny,33,33,1.7627825445142729,0.981627183447664,-0.1908089953765448,0,0,0,0,-54.0,0,0,0,796.0,790.0,-53.5,-49.5,9.912590402935223,9.863703305156273,2.636736799970738,1.2909944487358118,0.013623376341832368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
