id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Mars Year,Ls_rad,sin_Ls,cos_Ls,avg_temp,pressure_diff,temp_diff,pressure_diff_norm,temp_diff_norm,temp_range,dust_storm_intensity,distance_from_equator,northern_hemisphere,southern_hemisphere,pressure_lag1,pressure_lag7,pressure_7sol_std,avg_temp_lag1,avg_temp_lag7,avg_temp_7sol_std,wind_speed_lag1,wind_speed_lag7,wind_speed_7sol_std,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,Area (square km)_lag1,Area (square km)_lag7,Area (square km)_7sol_std
1864,2018-01-26,1946,120,Month 5,-79.0,-20.0,753.0,8.299999999999999,Clear,33,33,2.0943951023931953,0.8660254037844387,-0.4999999999999998,-49.5,2.0,59.0,0.1,0.35,59.0,0,31.5,1,0,751.0,747.0,1.95180014589363,-48.5,-50.0,1.6547190813232375,7.6,7.25,1.2916397846665046,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1862,2018-01-25,1945,119,Month 4,-78.0,-22.0,754.0,6.55,Clear,33,33,2.076941809873252,0.8746197071393959,-0.484809620246337,-50.0,1.0,56.0,0.05,0.275,56.0,0,24.75,1,0,753.0,748.0,2.1602468994660384,-49.5,-52.5,1.8898223650461317,8.299999999999999,6.2,1.550268793897798,0,0,0,24.75,24.75,0,,,24.75,24.75,,,0,0,0
1861,2018-01-24,1944,119,Month 4,-80.0,-21.0,755.0,7.6,Clear,33,33,2.076941809873252,0.8746197071393959,-0.484809620246337,-50.5,1.0,59.0,0.05,0.35,59.0,0,31.5,1,0,754.0,749.0,2.4102953780624254,-50.0,-50.0,1.7961599250040234,6.55,5.8500000000000005,1.4631586835792394,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1863,2018-01-23,1943,118,Month 4,-78.0,-28.0,756.0,4.449999999999999,Clear,33,33,2.059488517353309,0.8829475928589269,-0.4694715627858909,-53.0,1.0,50.0,0.05,0.125,50.0,0,11.25,1,0,755.0,750.0,2.1602468994656485,-50.5,-47.0,1.8898223650461317,7.6,9.350000000000001,1.4288690166235203,0,0,0,11.25,11.25,0,,,11.25,11.25,,,0,0,0
1860,2018-01-22,1942,118,Month 4,-78.0,-27.0,757.0,4.800000000000001,Clear,33,33,2.059488517353309,0.8829475928589269,-0.4694715627858909,-52.5,1.0,51.0,0.05,0.15,51.0,0,13.5,1,0,756.0,751.0,2.1602468994654513,-53.0,-49.0,1.9334154333963567,4.449999999999999,7.25,1.2596295751794122,0,0,0,13.5,13.5,0,,,13.5,13.5,,,0,0,0
1856,2018-01-21,1941,117,Month 4,-77.0,-20.0,758.0,6.8999999999999995,Clear,33,33,2.0420352248333655,0.8910065241883679,-0.45399049973954675,-48.5,1.0,57.0,0.05,0.3,57.0,0,27.0,1,0,757.0,752.0,2.4102953780618264,-52.5,-48.0,1.9518001458970624,4.800000000000001,7.95,1.2596295751794122,0,0,0,27.0,27.0,0,,,27.0,27.0,,,0,0,0
1858,2018-01-20,1940,117,Month 4,-77.0,-19.0,759.0,7.25,Clear,33,33,2.0420352248333655,0.8910065241883679,-0.45399049973954675,-48.0,1.0,58.0,0.05,0.325,58.0,0,29.25,1,0,758.0,751.0,2.5634797778429492,-48.5,-48.5,1.966989481173604,6.8999999999999995,7.6,1.2100275478957767,0,0,0,29.25,29.25,0,,,29.25,29.25,,,0,0,0
1857,2018-01-19,1939,116,Month 4,-78.0,-20.0,760.0,7.25,Clear,33,33,2.0245819323134224,0.8987940462991669,-0.4383711467890775,-49.0,1.0,58.0,0.05,0.325,58.0,0,29.25,1,0,759.0,753.0,2.6367367999784843,-48.0,-49.5,1.6183471874253674,7.25,8.299999999999999,0.941629792788369,0,0,0,29.25,29.25,0,,,29.25,29.25,,,0,0,0
1859,2018-01-18,1938,116,Month 4,-78.0,-24.0,762.0,6.55,Clear,33,33,2.0245819323134224,0.8987940462991669,-0.4383711467890775,-51.0,2.0,54.0,0.1,0.225,54.0,0,20.25,1,0,760.0,754.0,2.6367367999782463,-49.0,-50.0,1.2149857925879013,7.25,6.55,0.37416573867739633,0,0,0,20.25,20.25,0,,,20.25,20.25,,,0,0,0
1854,2018-01-17,1937,116,Month 4,-80.0,-22.0,763.0,7.25,Clear,33,33,2.0245819323134224,0.8987940462991669,-0.4383711467890775,-51.0,1.0,58.0,0.05,0.325,58.0,0,29.25,1,0,762.0,755.0,2.5634797778422147,-51.0,-50.5,1.1073348527841307,6.55,7.6,0.35000000000000253,0,0,0,29.25,29.25,0,,,29.25,29.25,,,0,0,0
1855,2018-01-16,1936,115,Month 4,-79.0,-20.0,764.0,7.6,Clear,33,33,2.007128639793479,0.90630778703665,-0.42261826174069933,-49.5,1.0,59.0,0.05,0.35,59.0,0,31.5,1,0,763.0,756.0,2.4102953780605656,-51.0,-53.0,0.75592894601844,7.25,4.449999999999999,0.5291502622129193,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1853,2018-01-15,1935,115,Month 4,-80.0,-21.0,765.0,7.6,Clear,33,33,2.007128639793479,0.90630778703665,-0.42261826174069933,-50.5,1.0,59.0,0.05,0.35,59.0,0,31.5,1,0,764.0,757.0,2.1602468994635737,-49.5,-52.5,0.6725927091345308,7.6,4.800000000000001,0.6204836822995434,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1851,2018-01-14,1934,114,Month 4,-79.0,-21.0,766.0,7.25,Clear,33,33,1.9896753472735358,0.9135454576426009,-0.40673664307580026,-50.0,1.0,58.0,0.05,0.325,58.0,0,29.25,1,0,765.0,758.0,2.4102953780601433,-50.5,-48.5,0.6454972243678844,7.6,6.8999999999999995,0.634428877022477,0,0,0,29.25,29.25,0,,,29.25,29.25,,,0,0,0
1852,2018-01-13,1933,114,Month 4,-78.0,-23.0,767.0,6.2,Clear,33,33,1.9896753472735358,0.9135454576426009,-0.40673664307580026,-50.5,1.0,55.0,0.05,0.25,55.0,0,22.5,1,0,766.0,759.0,2.340126166719165,-50.0,-48.0,0.7319250547113832,7.25,7.25,0.8674675786448739,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1850,2018-01-12,1932,113,Month 4,-79.0,-24.0,768.0,6.2,Clear,33,33,1.9722220547535925,0.9205048534524403,-0.3907311284892738,-51.5,1.0,55.0,0.05,0.25,55.0,0,22.5,1,0,767.0,760.0,2.2677868380492416,-50.5,-49.0,0.866025403784421,6.2,7.25,0.9260129588726066,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1849,2018-01-11,1931,113,Month 4,-79.0,-22.0,770.0,7.6000000000000005,Clear,33,33,1.9722220547535925,0.9205048534524403,-0.3907311284892738,-50.5,2.0,57.0,0.1,0.3,57.0,0,27.0,1,0,768.0,762.0,2.4299715851698576,-51.5,-51.0,0.8380817098475069,6.2,6.55,0.8046738469715538,0,0,0,27.0,27.0,0,,,27.0,27.0,,,0,0,0
1848,2018-01-10,1930,112,Month 4,-79.0,-24.0,770.0,5.5,Clear,33,33,1.9547687622336491,0.9271838545667874,-0.37460659341591207,-51.5,0.0,55.0,0.0,0.25,55.0,0,22.5,1,0,770.0,763.0,2.507132682105985,-50.5,-51.0,0.6986381310057471,7.6000000000000005,7.25,0.7123903424387499,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1846,2018-01-09,1929,112,Month 4,-79.0,-26.0,771.0,5.5,Clear,33,33,1.9547687622336491,0.9271838545667874,-0.37460659341591207,-52.5,1.0,53.0,0.05,0.2,53.0,0,18.0,1,0,770.0,764.0,2.5071326821057345,-51.5,-49.5,0.6454972243678739,5.5,7.6,0.7205322107072425,0,0,0,18.0,18.0,0,,,18.0,18.0,,,0,0,0
1847,2018-01-08,1928,111,Month 4,-78.0,-24.0,773.0,6.55,Clear,33,33,1.9373154697137058,0.9335804264972017,-0.35836794954530027,-51.0,2.0,54.0,0.1,0.225,54.0,0,20.25,1,0,771.0,765.0,2.672612419118076,-52.5,-50.5,1.144344270542644,5.5,7.6,1.1379806676741038,0,0,0,20.25,20.25,0,,,20.25,20.25,,,0,0,0
1845,2018-01-07,1927,111,Month 4,-79.0,-24.0,774.0,6.2,Clear,33,33,1.9373154697137058,0.9335804264972017,-0.35836794954530027,-51.5,1.0,55.0,0.05,0.25,55.0,0,22.5,1,0,773.0,766.0,2.734262327604345,-51.0,-50.0,1.2909944487357925,6.55,7.25,1.0637982264821957,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1843,2018-01-06,1926,110,Month 4,-80.0,-24.0,775.0,6.55,Clear,33,33,1.9198621771937625,0.9396926207859084,-0.3420201433256687,-52.0,1.0,56.0,0.05,0.275,56.0,0,24.75,1,0,774.0,767.0,2.5166114784165448,-51.5,-50.5,1.318368399991142,6.2,6.2,1.0189864245088507,0,0,0,24.75,24.75,0,,,24.75,24.75,,,0,0,0
1844,2018-01-05,1925,110,Month 4,-79.0,-19.0,777.0,8.649999999999999,Clear,33,33,1.9198621771937625,0.9396926207859084,-0.3420201433256687,-49.0,2.0,60.0,0.1,0.375,60.0,0,33.75,1,0,775.0,768.0,2.4299715851682464,-52.0,-51.5,1.1443442705426434,6.55,6.2,0.9228578799938078,0,0,0,33.75,33.75,0,,,33.75,33.75,,,0,0,0
1841,2018-01-03,1924,109,Month 4,-78.0,-21.0,777.0,6.2,Clear,33,33,1.9024088846738192,0.9455185755993168,-0.32556815445715664,-49.5,0.0,57.0,0.0,0.3,57.0,0,27.0,1,0,777.0,770.0,2.507132682104423,-49.0,-50.5,1.3801311186846958,8.649999999999999,7.6000000000000005,0.9780933834080799,0,0,0,27.0,27.0,0,,,27.0,27.0,,,0,0,0
1842,2018-01-02,1923,109,Month 4,-77.0,-23.0,778.0,5.8500000000000005,Clear,33,33,1.9024088846738192,0.9455185755993168,-0.32556815445715664,-50.0,1.0,54.0,0.05,0.225,54.0,0,20.25,1,0,777.0,770.0,2.507132682104173,-49.5,-51.5,1.318368399991142,6.2,5.5,1.1583033569262697,0,0,0,20.25,20.25,0,,,20.25,20.25,,,0,0,0
1840,2018-01-01,1922,108,Month 4,-79.0,-24.0,780.0,6.8999999999999995,Clear,33,33,1.8849555921538759,0.9510565162951536,-0.30901699437494734,-51.5,2.0,55.0,0.1,0.25,55.0,0,22.5,1,0,778.0,771.0,2.429971585167471,-50.0,-52.5,1.2149857925878977,5.8500000000000005,5.5,1.366260102127946,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1838,2017-12-31,1921,108,Month 4,-78.0,-19.0,781.0,7.6,Clear,33,33,1.8849555921538759,0.9510565162951536,-0.30901699437494734,-48.5,1.0,59.0,0.05,0.35,59.0,0,31.5,1,0,780.0,773.0,2.5634797778385097,-51.5,-51.0,1.5391710817994142,6.8999999999999995,6.55,1.1198958284888225,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1837,2017-12-30,1920,108,Month 4,-77.0,-25.0,782.0,5.1499999999999995,Clear,33,33,1.8849555921538759,0.9510565162951536,-0.30901699437494734,-51.0,1.0,52.0,0.05,0.175,52.0,0,15.75,1,0,781.0,774.0,2.6457513110564874,-48.5,-51.5,1.5391710817994142,7.6,6.2,1.5102428060856083,0,0,0,15.75,15.75,0,,,15.75,15.75,,,0,0,0
1836,2017-12-29,1919,107,Month 4,-77.0,-26.0,783.0,4.800000000000001,Clear,33,33,1.8675022996339325,0.9563047559630355,-0.29237170472273666,-51.5,1.0,51.0,0.05,0.15,51.0,0,13.5,1,0,782.0,775.0,2.563479777837987,-51.0,-52.0,1.5545631755147904,5.1499999999999995,6.55,1.4631586835792394,0,0,0,13.5,13.5,0,,,13.5,13.5,,,0,0,0
1839,2017-12-28,1918,107,Month 4,-77.0,-18.0,784.0,7.6,Clear,33,33,1.8675022996339325,0.9563047559630355,-0.29237170472273666,-47.5,1.0,59.0,0.05,0.35,59.0,0,31.5,1,0,783.0,777.0,2.6367367999736597,-51.5,-49.0,1.4351041110399507,4.800000000000001,8.649999999999999,1.4829587542027818,0,0,0,31.5,31.5,0,,,31.5,31.5,,,0,0,0
1831,2017-12-27,1917,106,Month 4,-80.0,-19.0,786.0,9.0,Clear,33,33,1.8500490071139892,0.9612616959383189,-0.27563735581699905,-49.5,2.0,61.0,0.1,0.4,61.0,0,36.0,1,0,784.0,777.0,2.8702082220717267,-47.5,-49.5,1.3228756555322807,7.6,6.2,1.4829587542027818,0,0,0,36.0,36.0,0,,,36.0,36.0,,,0,0,0
1829,2017-12-26,1916,106,Month 4,-79.0,-22.0,787.0,6.8999999999999995,Clear,33,33,1.8500490071139892,0.9612616959383189,-0.27563735581699905,-50.5,1.0,57.0,0.05,0.3,57.0,0,27.0,1,0,786.0,778.0,2.9439202887676785,-49.5,-50.0,1.7286107827082415,9.0,5.8500000000000005,1.4829587542027818,0,0,0,27.0,27.0,0,,,27.0,27.0,,,0,0,0
1835,2017-12-25,1915,105,Month 4,-78.0,-23.0,788.0,6.2,Clear,33,33,1.8325957145940461,0.9659258262890683,-0.25881904510252085,-50.5,1.0,55.0,0.05,0.25,55.0,0,22.5,1,0,787.0,780.0,2.672612419114858,-50.5,-51.5,1.8803495115840165,6.8999999999999995,6.8999999999999995,1.3469100440143236,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1834,2017-12-24,1914,105,Month 4,-78.0,-21.0,790.0,7.6000000000000005,Clear,33,33,1.8325957145940461,0.9659258262890683,-0.25881904510252085,-49.5,2.0,57.0,0.1,0.3,57.0,0,27.0,1,0,788.0,781.0,2.2886885410740527,-50.5,-48.5,1.3758114488755764,6.2,7.6,1.3073510112692257,0,0,0,27.0,27.0,0,,,27.0,27.0,,,0,0,0
1830,2017-12-23,1913,104,Month 4,-79.0,-27.0,791.0,5.1499999999999995,Clear,33,33,1.8151424220741028,0.9702957262759965,-0.24192189559966779,-53.0,1.0,52.0,0.05,0.175,52.0,0,15.75,1,0,790.0,782.0,2.3704530408752493,-49.5,-51.0,1.2488089563755485,7.6000000000000005,5.1499999999999995,0.9691061173404424,0,0,0,15.75,15.75,0,,,15.75,15.75,,,0,0,0
1832,2017-12-22,1912,104,Month 4,-80.0,-25.0,791.0,5.5,Clear,33,33,1.8151424220741028,0.9702957262759965,-0.24192189559966779,-52.5,0.0,55.0,0.0,0.25,55.0,0,22.5,1,0,791.0,783.0,2.370453040874984,-53.0,-51.5,1.484042099261655,5.1499999999999995,4.800000000000001,1.0275375094532238,0,0,0,22.5,22.5,0,,,22.5,22.5,,,0,0,0
1833,2017-12-21,1911,103,Month 4,-79.0,-22.0,792.0,6.8999999999999995,Clear,33,33,1.7976891295541595,0.9743700647852352,-0.22495105434386503,-50.5,1.0,57.0,0.05,0.3,57.0,0,27.0,1,0,791.0,784.0,2.28868854107323,-52.5,-47.5,1.5545631755148024,5.5,7.6,1.1856784274554943,0,0,0,27.0,27.0,0,,,27.0,27.0,,,0,0,0
