Mars Year,Mission subphase,Sol,Ls,Centroid longitude,Centroid latitude,Area (square km),Member ID,Sequence ID,Maximum latitude,Minimum latitude,Confidence interval,Missing data,id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity,martian_year,Ls_rad,sin_Ls,cos_Ls,dust_storm_active,area_7sol_avg,area_30sol_avg,dust_storm_intensity,avg_temp,distance_from_equator,northern_hemisphere,southern_hemisphere,Area (square km)_lag1,Area (square km)_lag7,pressure_lag1,pressure_lag7,avg_temp_lag1,avg_temp_lag7,wind_speed_lag1,wind_speed_lag7,Area (square km)_7sol_std,pressure_7sol_std,avg_temp_7sol_std,wind_speed_7sol_std
31.0,D01,7.0,121.0,-83.05,-31.65,143871.47,D01_013,,-27.85,-34.35,75.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,138691.98885714286,,1,-56.0,31.65,0,1,81207.172,172484.02,777.0,777.0,-52.0,-52.0,29.129165124598853,29.129165124598853,64555.368907166114,1.272418020560701,1.7251638983558888,0.030776559200018982
31.0,D01,7.0,121.0,-83.05,-31.65,143871.47,D01_013,,-27.85,-34.35,75.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,133251.07414285713,,1,-53.5,31.65,0,1,143871.47,118582.9,774.0,776.0,-56.0,-52.5,29.07158745456373,29.129165124598853,72030.92193898825,1.1547005383792743,1.7525491637693345,0.02809502619373737
31.0,D01,8.0,121.0,21.55,-27.95,223049.44,D01_014,,-22.25,-32.95,50.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,126864.52885714285,,1,-56.0,27.95,0,1,143871.47,118582.9,775.0,777.0,-53.5,-52.0,29.07158745456373,29.129165124598853,79053.93409085217,1.0690449676497407,1.6256866681058708,0.02176231371191683
31.0,D01,8.0,121.0,21.55,-27.95,223049.44,D01_014,,-22.25,-32.95,50.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,121435.71914285715,110913.62166666666,1,-53.5,27.95,0,1,223049.44,74587.758,774.0,776.0,-56.0,-52.5,29.07158745456373,29.129165124598853,83870.0198242444,0.5345224838251023,1.3363062095621316,0.0
31.0,D01,8.0,121.0,-114.35,-39.35,36501.355,D01_015,,-37.65,-40.85,50.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,107054.86685714286,110464.72366666667,0,-56.0,39.35,0,1,223049.44,74587.758,775.0,777.0,-53.5,-52.0,29.07158745456373,29.129165124598853,87914.75284752088,0.5345224838250364,1.3363062095621316,0.0
31.0,D01,8.0,121.0,-114.35,-39.35,36501.355,D01_015,,-37.65,-40.85,50.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,98113.69928571429,110015.82566666667,0,-53.5,39.35,0,1,36501.355,81207.172,774.0,776.0,-56.0,-52.5,29.07158745456373,29.129165124598853,86720.93443202788,0.5345224838251023,1.3363062095621316,0.0
31.0,D01,8.0,121.0,-82.55,-32.35,43205.504,D01_016,,-30.15,-34.35,50.0,no,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,77861.39314285714,117490.23756666666,0,-56.0,32.35,0,1,36501.355,81207.172,775.0,777.0,-53.5,-52.0,29.07158745456373,29.129165124598853,66990.49014241766,0.5345224838250364,1.3363062095621316,0.0
31.0,D01,8.0,121.0,-82.55,-32.35,43205.504,D01_016,,-30.15,-34.35,50.0,no,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,52296.83971428572,124964.64946666667,0,-53.5,32.35,0,1,43205.504,143871.47,774.0,774.0,-56.0,-56.0,29.07158745456373,29.07158745456373,20049.758711154078,1.0690449676498832,2.035400978396437,0.02240377971241615
31.0,D01,8.0,121.0,-84.85,-39.75,81283.297,D01_017,,-38.05,-42.05,50.0,yes,553,2014-04-26,612,121,Month 5,-85.0,-27.0,774.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,53382.012714285716,132094.76846666666,0,-56.0,39.75,0,1,43205.504,143871.47,775.0,775.0,-53.5,-53.5,29.07158745456373,29.07158745456373,19241.641021735617,1.1547005383794424,1.9303342913056554,0.028923155239433555
31.0,D01,8.0,121.0,-84.85,-39.75,81283.297,D01_017,,-38.05,-42.05,50.0,yes,555,2014-04-25,611,121,Month 5,-84.0,-23.0,775.0,29.07158745456373,Sunny,31,2.111848394913139,0.8571673007021123,-0.5150380749100543,1,71220.37914285714,139224.88746666667,0,-53.5,39.75,0,1,81283.297,223049.44,774.0,774.0,-56.0,-56.0,29.07158745456373,29.07158745456373,43532.410899729446,1.2724180205609226,2.2704100741412194,0.03168372911772282
31.0,D01,9.0,122.0,-63.85,69.25,44097.566,D01_001,,71.95,67.65,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,88101.01000000001,141711.0058,0,-50.5,69.25,1,0,81283.297,223049.44,775.0,775.0,-53.5,-53.5,29.07158745456373,29.07158745456373,52785.48000002025,1.2724180205609366,1.9117431586805638,0.03168372911772052
31.0,D01,9.0,122.0,-63.85,69.25,44097.566,D01_001,,71.95,67.65,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,104645.34371428571,144197.1241333333,0,-52.5,69.25,1,0,44097.566,36501.355,772.0,774.0,-50.5,-56.0,29.01231262501677,29.07158745456373,54490.2792578342,1.15470053837957,2.038323307221389,0.028923155239426016
31.0,D01,9.0,122.0,25.45,-32.85,161369.92,D01_014,,-25.75,-36.85,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,115749.99271428572,146694.4638666667,1,-50.5,32.85,0,1,44097.566,36501.355,773.0,775.0,-52.5,-53.5,29.01231262501677,29.07158745456373,56807.15365069575,1.0690449676500602,1.2535663410560312,0.022403779712400596
31.0,D01,9.0,122.0,25.45,-32.85,161369.92,D01_014,,-25.75,-36.85,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,119452.15742857145,149191.8036,1,-52.5,32.85,0,1,161369.92,43205.504,772.0,774.0,-50.5,-56.0,29.01231262501677,29.07158745456373,55002.34819183285,0.5345224838257412,1.0690449676497131,0.0
31.0,D01,9.0,122.0,-106.75,-38.35,159015.84,D01_015,,-34.85,-41.45,50.0,yes,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,128466.56942857143,163005.0282,1,-50.5,38.35,0,1,161369.92,43205.504,773.0,775.0,-52.5,-53.5,29.01231262501677,29.07158745456373,44822.931947333236,0.5345224838256754,1.0690449676497131,0.0
31.0,D01,9.0,122.0,-106.75,-38.35,159015.84,D01_015,,-34.85,-41.45,50.0,yes,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,145686.07142857142,176818.25280000002,1,-52.5,38.35,0,1,159015.84,81283.297,772.0,774.0,-50.5,-56.0,29.01231262501677,29.07158745456373,26359.541939746952,0.5345224838257412,1.0690449676497131,0.0
31.0,D01,9.0,122.0,-81.95,-39.65,107198.45,D01_017,,-36.55,-42.75,50.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,146152.38,173638.99456666663,1,-50.5,39.65,0,1,159015.84,81283.297,773.0,775.0,-52.5,-53.5,29.01231262501677,29.07158745456373,26709.78136895603,0.5345224838256754,1.0690449676497131,0.0
31.0,D01,9.0,122.0,-81.95,-39.65,107198.45,D01_017,,-36.55,-42.75,50.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,160725.38714285713,170459.73633333333,1,-52.5,39.65,0,1,107198.45,44097.566,772.0,772.0,-50.5,-50.5,29.01231262501677,29.01231262501677,52129.38319556564,0.5345224838257412,1.0690449676497131,0.0
31.0,D01,10.0,122.0,-44.55,69.35,164634.08,D01_001,,75.45,63.75,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,175634.69142857142,170999.64566666665,1,-50.5,69.35,1,0,107198.45,44097.566,773.0,773.0,-52.5,-52.5,29.01231262501677,29.01231262501677,64915.41960430597,0.5345224838256754,1.0690449676497131,0.0
31.0,D01,10.0,122.0,-44.55,69.35,164634.08,D01_001,,75.45,63.75,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,208116.36999999997,171539.55500000002,1,-52.5,69.35,1,0,164634.08,161369.92,772.0,772.0,-50.5,-50.5,29.01231262501677,29.01231262501677,101685.17767120685,0.5345224838257412,1.0690449676497131,0.0
31.0,D01,10.0,122.0,32.25,-34.35,263380.97,D01_014,,-25.95,-39.35,75.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,248000.53285714285,172803.68353333333,1,-50.5,34.35,0,1,164634.08,161369.92,773.0,773.0,-52.5,-52.5,29.01231262501677,29.01231262501677,109924.38941048356,0.5345224838256754,1.0690449676497131,0.0
31.0,D01,10.0,122.0,32.25,-34.35,263380.97,D01_014,,-25.95,-39.35,75.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,260281.67571428572,174067.81206666667,1,-52.5,34.35,0,1,263380.97,159015.84,772.0,772.0,-50.5,-50.5,29.01231262501677,29.01231262501677,95416.6242855835,0.5345224838257412,1.0690449676497131,0.0
31.0,D01,10.0,122.0,-55.55,-36.35,386387.59,D01_018,,-31.15,-41.65,50.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,264357.72857142857,175867.1239,1,-50.5,36.35,0,1,263380.97,159015.84,773.0,773.0,-52.5,-52.5,29.01231262501677,29.01231262501677,91164.39788356138,0.5345224838256754,1.0690449676497131,0.0
31.0,D01,10.0,122.0,-55.55,-36.35,386387.59,D01_018,,-31.15,-41.65,50.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,262196.85285714286,177666.43573333332,1,-52.5,36.35,0,1,386387.59,107198.45,772.0,772.0,-50.5,-50.5,29.01231262501677,29.01231262501677,94055.53724207664,1.4142135623735066,1.0690449676497131,0.023038421304569925
31.0,D01,10.0,122.0,-19.95,-23.95,193166.45,D01_019,,-20.15,-27.35,50.0,no,557,2014-04-28,614,122,Month 5,-82.0,-19.0,772.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,245929.27857142856,192911.51950000002,1,-50.5,23.95,0,1,386387.59,107198.45,773.0,773.0,-52.5,-52.5,29.01231262501677,29.01231262501677,103217.9033219883,1.4638501094232168,1.1495340671022347,0.029742474011852274
31.0,D01,10.0,122.0,-19.95,-23.95,193166.45,D01_019,,-20.15,-27.35,50.0,no,556,2014-04-27,613,122,Month 5,-84.0,-21.0,773.0,29.01231262501677,Sunny,31,2.129301687433082,0.8480480961564261,-0.5299192642332048,1,279103.9842857143,208156.60326666667,1,-52.5,23.95,0,1,193166.45,164634.08,772.0,772.0,-50.5,-50.5,29.01231262501677,29.01231262501677,140387.882755714,1.704336206493114,1.1700630833624543,0.032581247864608934
31.0,D01,11.0,123.0,-42.95,72.55,149507.95,D01_001,,79.85,68.15,75.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,294706.3157142857,208242.5555,1,-50.5,72.55,1,0,193166.45,164634.08,773.0,773.0,-52.5,-52.5,29.01231262501677,29.01231262501677,159117.8610888674,1.6761634196954958,1.2198750911856804,0.032581247864607386
31.0,D01,11.0,123.0,-42.95,72.55,149507.95,D01_001,,79.85,68.15,75.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,246435.76328571426,208328.50773333333,1,-53.0,72.55,1,0,149507.95,263380.97,769.0,772.0,-50.5,-50.5,28.951358691645257,29.01231262501677,176925.51325303476,1.6183471874259225,1.2583057392118047,0.029742474011847406
31.0,D01,12.0,123.0,-38.55,62.65,495603.91,D01_001,,70.55,54.85,75.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,225768.23085714286,220412.07606666666,1,-50.5,62.65,1,0,149507.95,263380.97,771.0,773.0,-53.0,-52.5,28.951358691645257,29.01231262501677,191993.5878863476,1.511857892037519,1.281739888923325,0.023038421304559926
31.0,D01,12.0,123.0,-38.55,62.65,495603.91,D01_001,,70.55,54.85,75.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,232351.12657142855,232495.64440000002,1,-53.0,62.65,1,0,495603.91,386387.59,769.0,772.0,-50.5,-50.5,28.951358691645257,29.01231262501677,191478.75368625842,1.0690449676506895,1.3363062095621345,0.0
31.0,D01,12.0,123.0,-83.65,-38.95,48493.723,D01_020,,-37.65,-40.25,50.0,yes,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,245170.95085714286,227573.154,0,-50.5,38.95,0,1,495603.91,386387.59,771.0,773.0,-53.0,-52.5,28.951358691645257,29.01231262501677,187979.96379079344,1.0690449676506324,1.3363062095621345,0.0
31.0,D01,12.0,123.0,-83.65,-38.95,48493.723,D01_020,,-37.65,-40.25,50.0,yes,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,234444.84528571428,222650.6636,0,-53.0,38.95,0,1,48493.723,193166.45,769.0,772.0,-50.5,-50.5,28.951358691645257,29.01231262501677,196305.94883242476,1.0690449676506895,1.3363062095621345,0.0
31.0,D01,13.0,123.0,-38.85,61.85,239246.72,D01_001,,68.85,54.35,50.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,174276.45971428574,228817.91626666667,1,-50.5,61.85,1,0,48493.723,193166.45,771.0,773.0,-53.0,-52.5,28.951358691645257,29.01231262501677,164962.99443641902,1.0690449676506324,1.3363062095621345,0.0
31.0,D01,13.0,123.0,-38.85,61.85,239246.72,D01_001,,68.85,54.35,50.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,117359.45242857143,234985.16893333333,1,-53.0,61.85,1,0,239246.72,149507.95,769.0,769.0,-50.5,-50.5,28.951358691645257,28.951358691645257,84942.8256393856,1.0690449676506895,1.3363062095621345,0.0
31.0,D01,13.0,123.0,-67.15,-28.05,74425.211,D01_021,,-26.35,-30.85,50.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,124315.329,249501.2496,0,-50.5,28.05,0,1,239246.72,149507.95,771.0,771.0,-53.0,-53.0,28.951358691645257,28.951358691645257,80226.28181562311,1.0690449676506324,1.3363062095621345,0.0
31.0,D01,13.0,123.0,-67.15,-28.05,74425.211,D01_021,,-26.35,-30.85,50.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,194335.62714285715,264017.33026666666,0,-53.0,28.05,0,1,74425.211,495603.91,769.0,769.0,-50.5,-50.5,28.951358691645257,28.951358691645257,168429.1085983005,1.0690449676506895,1.3363062095621345,0.023666045170422933
31.0,D01,13.0,123.0,-94.35,-19.25,97184.859,D01_022,,-14.55,-22.35,50.0,no,559,2014-05-01,616,123,Month 5,-82.0,-19.0,769.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,237105.49714285714,268059.55193333334,0,-50.5,19.25,0,1,74425.211,495603.91,771.0,771.0,-53.0,-53.0,28.951358691645257,28.951358691645257,213670.6831140035,1.0690449676506895,1.205147689032753,0.030552732938569038
31.0,D01,13.0,123.0,-94.35,-19.25,97184.859,D01_022,,-14.55,-22.35,50.0,no,558,2014-04-29,615,123,Month 5,-83.0,-23.0,771.0,28.951358691645257,Sunny,31,2.1467549799530254,0.838670567945424,-0.5446390350150271,1,209595.4132857143,272101.7736,0,-53.0,19.25,0,1,97184.859,48493.723,769.0,769.0,-50.5,-50.5,28.951358691645257,28.951358691645257,225422.59936623077,0.9759000729496761,1.205147689032753,0.033468842047776406
31.0,D01,14.0,124.0,120.35,72.05,538635.81,D01_002,,78.35,66.85,50.0,no,562,2014-05-03,618,124,Month 5,-83.0,-23.0,769.0,28.888744221607773,Sunny,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,1,205631.25928571427,259588.6304333333,1,-53.0,72.05,1,0,97184.859,48493.723,771.0,771.0,-53.0,-53.0,28.951358691645257,28.951358691645257,228419.86067855882,0.9759000729496761,1.0350983390135464,0.033468842047775144
31.0,D01,14.0,124.0,120.35,72.05,538635.81,D01_002,,78.35,66.85,50.0,no,561,2014-05-02,617,124,Month 5,-84.0,-19.0,769.0,28.888744221607773,Sunny,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,1,269838.6534285714,247075.48726666666,1,-51.5,72.05,1,0,538635.81,239246.72,769.0,769.0,-53.0,-50.5,28.888744221607773,28.951358691645257,247743.4747063474,0.755928946020029,1.0350983390135464,0.030552732938565398
31.0,D01,14.0,124.0,-89.85,-21.35,46676.133,D01_022,,-19.55,-22.95,50.0,no,562,2014-05-03,618,124,Month 5,-83.0,-23.0,769.0,28.888744221607773,Sunny,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,1,330794.6692857143,241540.43019999997,0,-53.0,21.35,0,1,538635.81,239246.72,769.0,771.0,-51.5,-53.0,28.888744221607773,28.951358691645257,250658.35248703088,0.755928946020029,0.8017837257372906,0.023666045170414655
31.0,D01,14.0,124.0,-89.85,-21.35,46676.133,D01_022,,-19.55,-22.95,50.0,no,561,2014-05-02,617,124,Month 5,-84.0,-19.0,769.0,28.888744221607773,Sunny,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,1,318531.2791428571,236005.37313333334,0,-51.5,21.35,0,1,46676.133,74425.211,769.0,769.0,-53.0,-50.5,28.888744221607773,28.951358691645257,265644.48185584444,1.5118578920378771,0.8864052604279361,0.024286460129667318
31.0,D01,15.0,124.0,120.95,71.45,523876.97,D01_002,,77.35,64.95,50.0,no,562,2014-05-03,618,124,Month 5,-83.0,-23.0,769.0,28.888744221607773,Sunny,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,1,243203.4674285714,231886.96600000001,1,-53.0,71.45,1,0,46676.133,74425.211,769.0,771.0,-51.5,-53.0,28.888744221607773,28.951358691645257,267582.31580034347,1.7320508075697885,0.7867957924694642,0.03135368520687197
31.0,D01,15.0,124.0,120.95,71.45,523876.97,D01_002,,77.35,64.95,50.0,no,561,2014-05-02,617,124,Month 5,-84.0,-19.0,769.0,28.888744221607773,Sunny,31,2.1642082724729685,0.8290375725550417,-0.5591929034707467,1,208000.64171428568,227768.55886666666,1,-51.5,71.45,1,0,523876.97,97184.859,769.0,769.0,-53.0,-50.5,28.888744221607773,28.951358691645257,236660.46848425845,1.988059594776882,0.8521681032463657,0.03434624129744743
31.0,D01,17.0,125.0,7.05,-0.649994,11341.128,D01_003,,0.650002,-1.55,75.0,no,563,2014-05-05,620,125,Month 5,-83.0,-19.0,765.0,28.824488287878445,Sunny,31,2.181661564992912,0.8191520442889917,-0.5735764363510462,1,243077.76985714285,211623.73119999998,0,-51.0,0.649994,0,1,523876.97,97184.859,769.0,771.0,-51.5,-53.0,28.888744221607773,28.951358691645257,226753.4873455045,1.9148542155136465,0.6986381310057943,0.03434624129744743
31.0,D01,17.0,125.0,7.05,-0.649994,11341.128,D01_003,,0.650002,-1.55,75.0,no,560,2014-05-04,619,125,Month 5,-82.0,-22.0,766.0,28.824488287878445,Sunny,31,2.181661564992912,0.8191520442889917,-0.5735764363510462,1,322140.6794285714,195478.90353333333,0,-52.0,0.649994,0,1,11341.128,538635.81,765.0,769.0,-51.0,-53.0,28.824488287878445,28.888744221607773,242778.81233496155,2.193062655176104,0.6986381310057943,0.04479044891784228
